rank_main,rank_child,lemma,pos,rnc_ipm,detcorpus_ipm,freq_sum,all_rki_abs,r,dp,det_rki_ipm,native_ipm,bilingual_ipm,inA1,inA2,dp_factor,zipf_rki,formula_mean_zipf,formula1,rufola_123_ipm,native_abs,bilingual_abs,cefr,comment_main,comment_child,kelly
129,289,голова,NOUN,709.4,1523,694,51,77,0.64,241.71,356.83,464.86,1,1,36,5.38,6,20,486,324,258,A1,очень частотно (ТОП-1000),очень частотно (ТОП-1000),A1
130,1408,более,ADVERB,706.2,259,187,6,38,0.74,28.44,121.15,77.48,0,0,26,4.45,5,17,223,110,43,B1,очень частотно (ТОП-1000),очень частотно (ТОП-2000),B2
131,47,делать,VERB,701.1,815,3724,718,100,0.6,3402.84,1546.26,2443.24,1,1,40,6.53,6,23,1960,1404,1356,A1,очень частотно (ТОП-1000),крайне частотно (ТОП-100),A1
132,524,что-то,SPRO,667.6,956,619,22,69,0.66,104.27,356.83,421.62,0,1,34,5.02,5,19,311,324,234,B1,очень частотно (ТОП-1000),очень частотно (ТОП-1000),B1
133,41,смотреть,VERB,667.2,1054,1668,428,92,0.59,2028.44,500,1012.61,1,1,41,6.31,6,23,1784,454,562,A1,очень частотно (ТОП-1000),крайне частотно (ТОП-100),A1
134,54,ребенок,NOUN,658.3,453,2107,402,92,0.58,1905.21,517.62,1805.41,1,1,42,6.28,6,23,1856,470,1002,A1,очень частотно (ТОП-1000),крайне частотно (ТОП-100),A1
135,306,просто,PART,656.5,595.6,394,41,92,0.6,194.31,160.79,243.24,0,1,40,5.29,6,20,574,146,135,A2,очень частотно (ТОП-1000),очень частотно (ТОП-1000),A1
136,300,конечно,ADVERB,647.3,831,640,74,85,0.64,350.71,230.18,309.91,1,1,36,5.54,6,20,1474,209,172,A1,очень частотно (ТОП-1000),очень частотно (ТОП-1000),A2
137,880,сила,NOUN,645.8,482,237,14,31,0.69,66.35,118.94,169.37,0,0,31,4.82,5,18,167,108,94,B1,очень частотно (ТОП-1000),очень частотно (ТОП-1000),A2
138,1322,российский,ADJECTIVE,644.6,15,169,13,46,0.66,61.61,27.53,82.88,1,1,34,4.79,5,18,677,25,46,A1,очень частотно (ТОП-1000),очень частотно (ТОП-2000),A1
139,535,конец,NOUN,634.7,547,1460,47,69,0.71,222.75,1067.18,702.7,1,1,29,5.35,5,19,430,969,390,A1,очень частотно (ТОП-1000),очень частотно (ТОП-1000),A1
140,311,перед,PREPOSITION,626.7,531.2,1239,69,62,0.68,327.01,846.92,637.84,0,1,32,5.51,5,20,374,769,354,A2,очень частотно (ТОП-1000),очень частотно (ТОП-1000),A2
141,1390,несколько,ADVERB,623.7,629,84,6,46,0.67,28.44,55.07,45.05,1,1,33,4.45,5,17,24,50,25,A1,очень частотно (ТОП-1000),очень частотно (ТОП-2000),A2
142,316,вид,NOUN,620.1,458,755,53,54,0.64,251.18,440.53,468.47,0,1,36,5.4,5,20,335,400,260,A1,очень частотно (ТОП-1000),очень частотно (ТОП-1000),A2
143,2223,система,NOUN,617.8,47,47,7,38,0.73,33.18,24.23,18.02,0,1,27,4.52,4,16,64,22,10,A2,очень частотно (ТОП-1000),частотно (ТОП-3000),B2
144,186,всегда,ADVERB,611.9,563,1292,121,77,0.63,573.46,583.7,827.03,1,1,37,5.76,6,21,1450,530,459,A1,очень частотно (ТОП-1000),очень частотно (ТОП-1000),A2
145,119,работать,VERB,611.2,423,1414,429,85,0.7,2033.18,298.46,567.57,1,1,30,6.31,6,22,3178,271,315,A1,очень частотно (ТОП-1000),очень частотно (ТОП-1000),A1
146,888,между,PREPOSITION,607.5,399,706,40,62,0.73,189.57,549.56,275.68,0,0,27,5.28,5,18,112,499,153,B1,очень частотно (ТОП-1000),очень частотно (ТОП-1000),A2
147,88,нет,PART,589,1082,1194,316,85,0.59,1497.63,171.81,942.34,1,1,41,6.18,6,22,1585,156,523,A1,очень частотно (ТОП-1000),крайне частотно (ТОП-100),A1
148,84,пойти,VERB,587.2,1248,1480,383,85,0.6,1815.17,414.1,971.17,1,1,40,6.26,6,22,1450,376,539,A1,очень частотно (ТОП-1000),крайне частотно (ТОП-100),A1
149,51,город,NOUN,573.4,519,1875,383,92,0.58,1815.17,648.68,1115.32,1,1,42,6.26,6,23,2262,589,619,A1,очень частотно (ТОП-1000),крайне частотно (ТОП-100),A1
150,455,также,ADVERB,569.9,62,250,60,85,0.6,284.36,101.32,127.93,0,1,40,5.45,5,20,215,92,71,A2,очень частотно (ТОП-1000),очень частотно (ТОП-1000),B2
151,528,никто,SPRO,562.2,832,500,33,62,0.65,156.4,189.43,374.77,1,1,35,5.19,6,19,693,172,208,A1,очень частотно (ТОП-1000),очень частотно (ТОП-1000),A2
152,159,понимать,VERB,559.7,1550,1663,100,62,0.67,473.93,772.03,1127.93,1,1,33,5.68,6,21,1880,701,626,A1,очень частотно (ТОП-1000),очень частотно (ТОП-1000),A1
153,2064,отношение,NOUN,557.4,103,117,4,31,0.68,18.96,71.59,72.07,0,0,32,4.28,5,16,64,65,40,B1,очень частотно (ТОП-1000),частотно (ТОП-3000),B1
154,1400,лишь,ADJECTIVE,552.5,304,126,14,46,0.75,66.35,92.51,48.65,0,0,25,4.82,5,17,8,84,27,B2,очень частотно (ТОП-1000),очень частотно (ТОП-2000),B2
155,202,второй,ADJECTIVE,552.4,421,1323,146,69,0.65,691.94,866.74,598.2,0,1,35,5.84,5,21,462,787,332,A2,очень частотно (ТОП-1000),очень частотно (ТОП-1000),A2
156,1993,именно,ADJECTIVE,551.4,294,247,6,38,0.8,28.44,193.83,75.68,0,0,20,4.45,5,16,183,176,42,B2,очень частотно (ТОП-1000),очень частотно (ТОП-2000),C1
157,110,ваш,APRO,547.5,540,820,204,92,0.57,966.82,250,522.52,1,1,43,5.99,6,22,789,227,290,A1,очень частотно (ТОП-1000),очень частотно (ТОП-1000),A1
158,903,хотя,CONJUNCTION,546.9,292.9,140,8,38,0.63,37.91,56.17,104.5,0,0,37,4.58,5,18,183,51,58,B1,очень частотно (ТОП-1000),очень частотно (ТОП-1000),B1
159,882,ни,CONJUNCTION,543.5,448,412,11,62,0.67,52.13,269.82,245.05,0,0,33,4.72,6,18,159,245,136,B1,очень частотно (ТОП-1000),очень частотно (ТОП-1000),A2
160,94,сидеть,VERB,538.1,905,1258,255,100,0.57,1208.53,431.72,933.33,1,1,43,6.08,6,22,741,392,518,A1,очень частотно (ТОП-1000),крайне частотно (ТОП-100),A1
161,875,над,PREPOSITION,537,718,1397,63,69,0.8,298.58,1151.98,464.86,0,1,20,5.48,5,18,239,1046,258,A2,очень частотно (ТОП-1000),очень частотно (ТОП-1000),A2
162,895,женщина,NOUN,533.3,339,271,27,69,0.76,127.96,37.44,73.87,1,1,24,5.11,6,18,1346,34,41,A1,очень частотно (ТОП-1000),очень частотно (ТОП-1000),A1
163,142,русский,ADJECTIVE,530.5,113.96,2597,283,100,0.63,1341.23,972.47,1989.19,1,1,37,6.13,6,22,2605,883,1104,A1,очень частотно (ТОП-1000),очень частотно (ТОП-1000),A1
164,208,один,NUM,529,359,814,132,85,0.62,625.59,418.5,428.83,1,1,38,5.8,6,21,510,380,238,A1,очень частотно (ТОП-1000),очень частотно (ТОП-1000),A1
165,97,взять,VERB,525.8,841,947,188,85,0.59,891,305.07,648.65,1,1,41,5.95,6,22,972,277,360,A1,очень частотно (ТОП-1000),крайне частотно (ТОП-100),A2
166,362,прийти,VERB,523.3,196,287,98,62,0.62,464.45,72.69,190.99,0,0,38,5.67,5,20,135,66,106,A1,очень частотно (ТОП-1000),очень частотно (ТОП-1000),NO
167,1476,являться,VERB,522.9,130,919,46,46,0.84,218.01,807.27,190.99,0,1,16,5.34,5,17,271,733,106,A2,очень частотно (ТОП-1000),очень частотно (ТОП-2000),B1
168,327,деньги,NOUN,512.4,338,240,25,62,0.61,118.48,20.93,154.95,1,1,39,5.07,5,20,876,19,86,A1,очень частотно (ТОП-1000),очень частотно (ТОП-1000),A1
169,175,почему,ADVERB,507.2,738,3595,217,92,0.67,1028.44,2388.77,1924.32,1,1,33,6.01,6,21,1123,2169,1068,A1,очень частотно (ТОП-1000),очень частотно (ТОП-1000),A1
170,294,вдруг,ADVERB,503.2,1033,722,52,54,0.66,246.45,359.03,495.5,1,1,34,5.39,6,20,550,326,275,A1,очень частотно (ТОП-1000),очень частотно (ТОП-1000),B1
171,52,любить,VERB,503.1,465,2543,534,100,0.58,2530.81,670.7,1666.67,1,1,42,6.4,6,23,3784,609,925,A1,очень частотно (ТОП-1000),крайне частотно (ТОП-100),A1
172,375,стоить,VERB,501.9,171,301,51,77,0.55,241.71,154.19,172.97,1,1,45,5.38,5,20,112,140,96,A1,очень частотно (ТОП-1000),очень частотно (ТОП-1000),A1
173,539,почти,ADVERB,501.7,512,235,19,54,0.62,90.05,82.6,153.15,1,1,38,4.95,5,19,446,75,85,A1,очень частотно (ТОП-1000),очень частотно (ТОП-1000),A2
174,304,земля,NOUN,494.4,706,1379,98,62,0.7,464.45,944.93,670.27,1,1,30,5.67,5,20,406,858,372,A1,очень частотно (ТОП-1000),очень частотно (ТОП-1000),A2
175,2793,общий,ADJECTIVE,492.4,247,625,4,46,0.83,18.96,547.36,189.19,1,1,17,4.28,5,15,151,497,105,A2,очень частотно (ТОП-1000),частотно (ТОП-3000),A2
176,296,ведь,CONJUNCTION,491.9,975,475,25,46,0.78,115.74,263.48,230.63,0,0,35,5.06,5,20,350,212,128,B1,очень частотно (ТОП-1000),очень частотно (ТОП-1000),C1
177,109,машина,NOUN,490.4,557,877,221,100,0.55,1047.39,237.89,601.8,1,1,45,6.02,6,22,844,216,334,A1,очень частотно (ТОП-1000),очень частотно (ТОП-1000),A1
178,3827,однако,CONJUNCTION,487.1,259,75,1,31,0.78,4.74,53.96,28.83,0,0,22,3.68,5,14,72,49,16,B1,очень частотно (ТОП-1000),частотно (ТОП-4000),C1
179,529,сразу,ADVERB,486,816,497,34,54,0.66,161.14,247.8,286.49,0,1,34,5.21,6,19,629,225,159,A2,очень частотно (ТОП-1000),очень частотно (ТОП-1000),A2
180,93,хорошо,ADVERB,485.7,909.2,1867,325,100,0.6,1540.28,660.79,1167.57,1,1,40,6.19,6,22,2342,600,648,A1,очень частотно (ТОП-1000),крайне частотно (ТОП-100),A1
181,172,вода,NOUN,484.8,806,1525,123,85,0.64,582.94,881.06,978.38,1,1,36,5.77,6,21,470,800,543,A1,очень частотно (ТОП-1000),очень частотно (ТОП-1000),A1
182,301,отец,NOUN,484.1,822,401,47,77,0.64,222.75,138.77,223.42,1,1,36,5.35,6,20,828,126,124,A1,очень частотно (ТОП-1000),очень частотно (ТОП-1000),A1
183,211,высокий,ADJECTIVE,483.3,338,626,99,85,0.59,469.19,283.04,392.79,1,1,41,5.67,5,21,414,257,218,A1,очень частотно (ТОП-1000),очень частотно (ТОП-1000),A1
184,46,много,ADVERB,480,831.9,2695,548,85,0.6,2597.16,932.82,1585.59,1,1,40,6.41,6,23,3346,847,880,A1,очень частотно (ТОП-1000),крайне частотно (ТОП-100),A1
185,1552,проблема,NOUN,474.9,81,180,11,38,0.74,52.13,56.17,68.47,1,1,26,4.72,5,17,637,51,38,A1,очень частотно (ТОП-1000),очень частотно (ТОП-2000),A1
186,102,хороший,ADJECTIVE,471.4,668,1404,267,100,0.6,1265.4,515.42,724.32,1,1,40,6.1,6,22,2127,468,402,A1,очень частотно (ТОП-1000),очень частотно (ТОП-1000),A1
187,115,час,NOUN,468.1,462,887,324,85,0.62,1535.55,182.82,459.46,1,1,38,6.19,6,22,1131,166,255,A1,очень частотно (ТОП-1000),очень частотно (ТОП-1000),A1
188,112,сегодня,ADVERB,463.5,495,1049,353,100,0.59,1672.99,202.64,682.88,1,1,41,6.22,6,22,1059,184,379,A1,очень частотно (ТОП-1000),очень частотно (ТОП-1000),A1
189,6255,право,NOUN,461.4,127,48,0,23,0.79,0,26.43,18.02,1,1,21,0,5,7,112,24,10,A1,очень частотно (ТОП-1000),низкочастотно (ТОП-7000),B1
190,527,совсем,ADVERB,460.5,850,475,30,69,0.66,142.18,246.7,322.52,0,0,34,5.15,5,19,335,224,179,B1,очень частотно (ТОП-1000),очень частотно (ТОП-1000),A2
191,297,нога,NOUN,459.2,943,556,55,69,0.63,260.66,284.14,398.2,1,1,37,5.42,5,20,175,258,221,A1,очень частотно (ТОП-1000),очень частотно (ТОП-1000),A1
192,336,считать,VERB,455.3,279,565,47,77,0.64,222.75,303.96,331.53,0,0,36,5.35,5,20,462,276,184,B1,очень частотно (ТОП-1000),очень частотно (ТОП-1000),A2
193,7248,решение,NOUN,453.4,80,96,0,23,0.82,0,73.79,30.63,0,0,18,0,5,6,96,67,17,B2,очень частотно (ТОП-1000),низкочастотно (ТОП-8000),B1
194,96,увидеть,VERB,452.4,854,1338,190,85,0.61,900.47,587,776.58,1,1,39,5.95,6,22,1466,533,431,A1,очень частотно (ТОП-1000),крайне частотно (ТОП-100),A2
195,295,дверь,NOUN,450.8,986,498,68,69,0.61,322.27,190.53,356.76,1,1,39,5.51,6,20,470,173,198,A1,очень частотно (ТОП-1000),очень частотно (ТОП-1000),A1
196,877,казаться,VERB,448.2,575,210,14,62,0.71,66.35,112.33,95.5,0,1,29,4.82,5,18,327,102,53,A2,очень частотно (ТОП-1000),очень частотно (ТОП-1000),B2
197,2047,образ,NOUN,445.9,113,75,4,31,0.68,18.96,47.36,45.05,0,0,32,4.28,4,16,24,43,25,B1,очень частотно (ТОП-1000),частотно (ТОП-3000),B2
198,125,писать,VERB,444.3,271,2947,372,92,0.62,1763.03,1614.54,1733.33,1,1,38,6.25,6,22,1171,1466,962,A1,очень частотно (ТОП-1000),очень частотно (ТОП-1000),A1
199,347,история,NOUN,443.9,235,549,56,62,0.62,265.4,248.9,320.72,1,1,38,5.42,5,20,709,226,178,A1,очень частотно (ТОП-1000),очень частотно (ТОП-1000),B1
200,6227,власть,NOUN,435.6,72,22,0,23,0.69,0,5.51,14.41,0,0,31,0,4,8,72,5,8,B1,очень частотно (ТОП-1000),низкочастотно (ТОП-7000),B1
201,2874,закон,NOUN,433.4,75,118,16,46,0.92,75.83,94.71,7.21,0,1,8,4.88,5,15,96,86,4,A2,очень частотно (ТОП-1000),частотно (ТОП-3000),B1
202,230,все,ADVERB,433,218,732,68,69,0.64,322.27,339.21,477.48,1,1,36,5.51,6,21,725,308,265,A1,очень частотно (ТОП-1000),очень частотно (ТОП-1000),A1
203,1998,война,NOUN,425.9,222,145,12,46,0.84,56.87,52.86,32.43,0,1,16,4.75,5,16,534,48,18,A2,очень частотно (ТОП-1000),очень частотно (ТОП-2000),B1
204,2020,бог,NOUN,425.4,159,62,2,31,0.68,9.48,30.84,41.44,0,1,32,3.98,5,16,72,28,23,A2,очень частотно (ТОП-1000),частотно (ТОП-3000),A2
205,525,голос,NOUN,424.5,872,567,33,54,0.67,156.4,307.27,369.37,0,1,33,5.19,5,19,398,279,205,A2,очень частотно (ТОП-1000),очень частотно (ТОП-1000),B1
206,341,поэтому,ADVERB,421.3,246,671,59,69,0.67,279.62,306.17,329.73,0,1,33,5.45,6,20,1203,278,183,A2,очень частотно (ТОП-1000),очень частотно (ТОП-1000),A2
207,85,стоять,VERB,419.3,1182,2333,287,100,0.6,1360.19,1298.46,1315.32,1,1,40,6.13,6,22,1091,1179,730,A1,очень частотно (ТОП-1000),крайне частотно (ТОП-100),A1
208,6189,вообще,ADVERB,417.6,389,76,0,23,0.69,0,24.23,66.67,0,0,31,0,5,8,135,22,37,B2,очень частотно (ТОП-1000),низкочастотно (ТОП-7000),B2
209,370,тысяча,NOUN,416,177,326,75,69,0.6,355.45,56.17,223.42,1,1,40,5.55,5,20,605,51,124,A1,очень частотно (ТОП-1000),очень частотно (ТОП-1000),A1
210,559,больше,ADVERB,415.3,352,255,21,62,0.63,99.53,93.61,165.77,0,1,37,5,5,19,454,85,92,A2,очень частотно (ТОП-1000),очень частотно (ТОП-1000),A1
211,197,вместе,ADVERB,414.3,476,1129,137,69,0.62,649.29,442.73,809.01,1,1,38,5.81,6,21,1123,402,449,A1,очень частотно (ТОП-1000),очень частотно (ТОП-1000),A2
212,111,маленький,ADJECTIVE,414.1,508.2,1840,252,100,0.61,1194.31,862.33,1212.61,1,1,39,6.08,6,22,1051,783,673,A1,очень частотно (ТОП-1000),очень частотно (ТОП-1000),A1
213,122,книга,NOUN,413.9,310,2291,488,100,0.59,2312.8,839.21,1634.23,1,1,41,6.36,6,22,1067,762,907,A1,очень частотно (ТОП-1000),очень частотно (ТОП-1000),A1
214,944,некоторый,APRO,410.9,174,363,17,62,0.64,80.57,219.16,237.84,0,0,36,4.91,5,18,119,199,132,B1,очень частотно (ТОП-1000),очень частотно (ТОП-1000),B2
215,1455,любой,APRO,408.8,145.7,822,24,54,0.84,113.74,718.06,209.01,0,0,16,5.06,5,17,239,652,116,B1,очень частотно (ТОП-1000),очень частотно (ТОП-2000),A2
216,2865,возможность,NOUN,407.5,80,37,1,31,0.68,4.74,9.91,23.42,0,0,32,3.68,5,15,112,9,13,B2,очень частотно (ТОП-1000),частотно (ТОП-3000),B2
217,1113,результат,NOUN,403.1,63,98,12,31,0.65,56.87,31.94,59.46,1,1,35,4.75,5,18,191,29,33,A1,очень частотно (ТОП-1000),очень частотно (ТОП-2000),B1
218,189,ночь,NOUN,402.8,536,971,112,85,0.63,530.81,505.51,526.13,1,1,37,5.72,6,21,860,459,292,A1,очень частотно (ТОП-1000),очень частотно (ТОП-1000),A1
219,107,стол,NOUN,402.5,589,1464,245,100,0.57,1161.14,506.61,1194.59,1,1,43,6.06,6,22,765,460,663,A1,очень частотно (ТОП-1000),очень частотно (ТОП-1000),A1
220,547,никогда,ADVERB,401.8,445,425,19,62,0.65,90.05,142.07,291.89,1,1,35,4.95,5,19,916,129,162,A1,очень частотно (ТОП-1000),очень частотно (ТОП-1000),A2
221,604,имя,NOUN,401.7,225,5703,220,77,0.85,1042.65,5170.7,1322.52,1,1,15,6.02,6,19,430,4695,734,A1,очень частотно (ТОП-1000),очень частотно (ТОП-1000),A1
222,3153,область,NOUN,400.2,31,43,4,31,0.8,18.96,24.23,14.41,0,0,20,4.28,4,15,72,22,8,B1,очень частотно (ТОП-1000),частотно (ТОП-4000),B2
223,582,молодой,ADJECTIVE,400,296,598,61,62,0.74,289.1,222.47,210.81,1,1,26,5.46,6,19,1737,202,117,A1,очень частотно (ТОП-1000),очень частотно (ТОП-1000),A1
224,8345,пройти,VERB,398.4,43,2,0,15,1,0,1.1,0,0,0,0,0,4,4,8,1,0,NO,очень частотно (ТОП-1000),низкочастотно (ТОП-9000),NO
225,389,например,ADVERB,398,143,1285,93,69,0.66,440.76,604.63,990.99,1,1,34,5.64,5,20,741,549,550,A1,очень частотно (ТОП-1000),очень частотно (ТОП-1000),A1
226,3892,статья,NOUN,395,42,72,2,31,0.88,9.48,49.56,12.61,1,1,12,3.98,5,14,143,45,7,A1,очень частотно (ТОП-1000),частотно (ТОП-4000),B1
227,213,оно,SPRO,394.7,328,1490,216,92,0.66,1023.7,973.57,652.25,1,1,34,6.01,5,21,223,884,362,A2,очень частотно (ТОП-1000),очень частотно (ТОП-1000),A1
228,2057,компания,NOUN,392.7,105,42,3,38,0.7,14.22,6.61,18.02,0,0,30,4.15,5,16,183,6,10,B2,очень частотно (ТОП-1000),частотно (ТОП-3000),B1
229,174,про,PREPOSITION,392.1,781,724,103,77,0.6,488.15,348.02,535.14,0,0,40,5.69,5,21,64,316,297,B1,очень частотно (ТОП-1000),очень частотно (ТОП-1000),NO
230,1261,государственный,ADJECTIVE,391.3,25,84,8,46,0.64,37.91,6.61,59.46,0,0,36,4.58,5,18,295,6,33,B1,очень частотно (ТОП-1000),очень частотно (ТОП-2000),A2
231,904,полный,ADJECTIVE,390.6,291,235,16,54,0.68,75.83,164.1,111.71,0,0,32,4.88,5,18,64,149,62,B1,очень частотно (ТОП-1000),очень частотно (ТОП-1000),A2
232,936,народ,NOUN,385.6,185,284,32,38,0.72,151.66,154.19,133.33,1,1,28,5.18,5,18,303,140,74,A1,очень частотно (ТОП-1000),очень частотно (ТОП-1000),A1
233,1394,никакой,APRO,383.7,401,120,4,31,0.68,18.96,66.08,77.48,0,0,32,4.28,5,17,104,60,43,B1,очень частотно (ТОП-1000),очень частотно (ТОП-2000),B2
