level,text_number,inA2,inB1,inA1,inB2,inC1,kellyA1,kellyA2,kellyB1,kellyB2,kellyC1,kellyC2,simple850,simple1000,simple2000,dale3000,brown10000,infr100i,infr300i,infr500i,infr1000i,infr3000i,infr5000i,infr10000i,infr100,infr300,infr500,infr1000,infr3000,infr5000,infr10000,infr_more_than_5,infr_spoken,lex_physical,lex_abstract,lex_substance,lex_virtual,lex_emotions,lex_names_and_geo,lex_bastards,formula_flesh_kinc,formula_dale,formula_smog,formula_coleman,formula_senter,words,mean_len_word,median_len_word,median_len_sentence,mean_len_sentence,percent_of_long_words,mean_punct_per_sentence,median_punct_per_sentence,tt_ratio,contentPOS,kotoryi/words,modal_verbs,conj_adversative,kotoryi/sentences,passive,A,ADV,ADVPRO,ANUM,APRO,COM,CONJ,INTJ,NUM,PART,PR,S,SPRO,V,наст,непрош,прош,вин,дат,им,пр,род,твор,ед,мн,деепр,изъяв,инф,пов,прич,кр,полн,притяж,1-л,2-л,3-л,жен,муж,сред,несов,сов,действ,страд,неод,од,нп,пе,ADVPRO_sentence,ед_sentence,PR_sentence,дат_sentence,полн_sentence,1-л_sentence,sentences,INTJ_sentence,изъяв_sentence,од_sentence,NUM_sentence,муж_sentence,пр_sentence,жен_sentence,пе_sentence,A_sentence,mean_len_word_in_syllables,страд_sentence,род_sentence,вин_sentence,притяж_sentence,сов_sentence,им_sentence,прош_sentence,V_sentence,нп_sentence,неод_sentence,CONJ_sentence,2-л_sentence,действ_sentence,деепр_sentence,непрош_sentence,SPRO_sentence,несов_sentence,мн_sentence,кр_sentence,3-л_sentence,S_sentence,сред_sentence,наст_sentence,пов_sentence,ANUM_sentence,ADV_sentence,COM_sentence,прич_sentence,инф_sentence,твор_sentence,APRO_sentence,PART_sentence
3,447,0.663,0.792,0.591,0.876,0.953,0.511,0.677,0.789,0.923,0.94,0.95,0.459,0.581,0.543,0.648,0.891,0.409,0.541,0.603,0.725,0.898,0.933,0.95,0.38,0.521,0.588,0.707,0.878,0.923,0.965,0.973,0.206,0.561,0.659,0.024,0.061,0.024,2,0,15.912,13.702,9.055,5.812,19.238,405,5.738,5,13,13.5,0.202,1.833,1,1.753,0.64,0.005,0.012,0.2,0.067,0,0.099,0.072,0.015,0.002,0.032,0,0.116,0,0.002,0.032,0.101,0.314,0.059,0.156,0,0.054,0.017,0.02,0.012,0.079,0.022,0.057,0.012,0.316,0.106,0,0.074,0.069,0.012,0.007,0.022,0.084,0,0.027,0.015,0.062,0.185,0.178,0.074,0.074,0.064,0,0.007,0.306,0.027,0.074,0.072,0,0.011,0.003,0,0.003,0.001,30,0,0.002,0.001,0,0.006,0.001,0.006,0.002,0.003,2.412,0,0.002,0.001,0,0.002,0.003,0.001,0.005,0.002,0.01,0.004,0,0,0,0.002,0.002,0.002,0.004,0.001,0.002,0.01,0.002,0,0,0,0.002,0,0,0.002,0,0.001,0.001
3,448,0.914,0.957,0.824,0.975,0.977,0.695,0.879,0.942,0.975,0.98,0.98,0.521,0.665,0.612,0.753,0.955,0.481,0.655,0.73,0.826,0.947,0.975,0.98,0.474,0.615,0.703,0.824,0.94,0.972,0.98,0.985,0.264,0.508,0.574,0.033,0.066,0,13,0,10.39,8.361,5.899,5.102,13.201,411,4.981,5,7.5,8.22,0.141,0.7,0,2.158,0.598,0,0,0.1,0,0,0.073,0.088,0.015,0.012,0.041,0,0.08,0,0.012,0.015,0.107,0.256,0.12,0.18,0,0.066,0.08,0.012,0.002,0.127,0.039,0.024,0.024,0.39,0.144,0,0.151,0.029,0,0.002,0.005,0.071,0,0.112,0.002,0.034,0.185,0.144,0.049,0.132,0.046,0,0,0.234,0.032,0.1,0.076,0,0.008,0.002,0,0.001,0.002,50,0,0.003,0.001,0,0.003,0.001,0.004,0.002,0.001,2.17,0,0,0,0,0.001,0.003,0.002,0.004,0.002,0.005,0.002,0,0,0,0.001,0.002,0.003,0.003,0,0.001,0.005,0.001,0,0,0,0.002,0,0,0.001,0,0.001,0
3,449,0.725,0.815,0.622,0.873,0.923,0.488,0.692,0.796,0.884,0.903,0.903,0.479,0.568,0.568,0.611,0.849,0.413,0.553,0.604,0.729,0.849,0.88,0.903,0.406,0.54,0.598,0.684,0.847,0.886,0.918,0.931,0.135,0.431,0.56,0.026,0.017,0.026,48,24,18.815,16.532,10.528,6.032,22.277,587,5.971,6,16,16.306,0.227,2.111,2,1.973,0.698,0.009,0.002,0.083,0.139,1,0.109,0.049,0.015,0.003,0.049,0,0.065,0,0.007,0.026,0.096,0.396,0.041,0.143,0,0.034,0.067,0.034,0.026,0.13,0.034,0.046,0.034,0.406,0.143,0.005,0.085,0.02,0,0.031,0.017,0.123,0,0,0,0.049,0.119,0.389,0.068,0.065,0.077,0.005,0.017,0.254,0.15,0.048,0.078,0,0.011,0.003,0.001,0.003,0,36,0,0.002,0.004,0,0.011,0.001,0.003,0.002,0.003,2.509,0,0.001,0.001,0,0.002,0.004,0.002,0.004,0.001,0.007,0.002,0,0,0,0.001,0.001,0.002,0.004,0,0.001,0.011,0.002,0,0,0,0.001,0,0.001,0.001,0.001,0.001,0.001
2,450,0.786,0.866,0.669,0.919,0.968,0.578,0.746,0.845,0.925,0.937,0.958,0.466,0.603,0.547,0.721,0.902,0.475,0.603,0.657,0.725,0.865,0.897,0.958,0.473,0.601,0.65,0.724,0.839,0.889,0.973,0.983,0.238,0.59,0.44,0.04,0.04,0.05,116,38,10.758,8.769,5.221,5.203,13.752,1421,5.087,5,7,8.665,0.105,1.299,1,3.683,0.604,0.006,0.007,0.189,0.049,4,0.057,0.05,0.02,0.001,0.059,0,0.092,0.001,0.006,0.035,0.08,0.293,0.104,0.204,0,0.029,0.129,0.04,0.024,0.179,0.008,0.014,0.02,0.465,0.129,0.006,0.15,0.032,0.007,0.01,0.013,0.053,0,0.027,0.036,0.057,0.116,0.37,0.044,0.089,0.106,0,0.008,0.15,0.161,0.073,0.11,0,0.003,0,0,0,0,164,0,0.001,0.001,0,0.002,0,0.001,0.001,0,2.093,0,0,0,0,0.001,0.001,0.001,0.001,0,0.001,0.001,0,0,0,0,0.001,0.001,0.001,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0
0,451,0.8,0.825,0.675,0.938,0.975,0.75,0.938,0.95,0.963,0.975,0.975,0.575,0.625,0.675,0.787,0.95,0.3,0.375,0.463,0.5,0.838,0.912,0.975,0.3,0.375,0.425,0.487,0.812,0.875,0.95,0.975,0.263,0.667,0.208,0.542,0.042,0.042,0,0,15.483,13.396,5,4.987,18.246,80,4.912,5,11.5,13.333,0.062,2.833,0.5,1.481,0.662,0,0,0,0,0,0.05,0.05,0.025,0.013,0.025,0,0.113,0,0.062,0,0.075,0.45,0.025,0.113,0,0.037,0,0.075,0,0,0.013,0.125,0,0.312,0.163,0,0.1,0.013,0,0.05,0.05,0.05,0,0.062,0.025,0.013,0.15,0.287,0.125,0.1,0,0,0.013,0.425,0.037,0.013,0.087,0.004,0.052,0.012,0,0.008,0.01,6,0,0.017,0.006,0.01,0.048,0.002,0.025,0.015,0.008,2.15,0.002,0.021,0.012,0,0,0,0,0.019,0.002,0.071,0.019,0.004,0,0,0.006,0.004,0.017,0.027,0.008,0.002,0.075,0.021,0,0,0.002,0.008,0,0.008,0.002,0,0.004,0
2,452,0.784,0.857,0.608,0.922,0.943,0.506,0.698,0.82,0.914,0.918,0.918,0.465,0.539,0.555,0.588,0.886,0.343,0.498,0.543,0.665,0.878,0.902,0.918,0.347,0.478,0.547,0.641,0.845,0.914,0.951,0.963,0.11,0.492,0.538,0.015,0.031,0.031,14,6,16.115,13.903,9.487,5.912,19.523,260,5.838,6,13,13.684,0.219,1.105,1,1.722,0.704,0.004,0.004,0.105,0.053,0,0.131,0.019,0.015,0.012,0.058,0,0.042,0.004,0.008,0.008,0.123,0.408,0.027,0.146,0,0.004,0.108,0.035,0.027,0.092,0.038,0.042,0.019,0.458,0.123,0,0.119,0.023,0.004,0,0,0.131,0,0.004,0.008,0.035,0.104,0.419,0.05,0.058,0.085,0,0,0.335,0.073,0.058,0.073,0.001,0.024,0.006,0.001,0.007,0,19,0,0.006,0.004,0,0.022,0.002,0.005,0.004,0.007,2.431,0,0.002,0.002,0,0.004,0.005,0.006,0.008,0.003,0.018,0.002,0,0,0,0,0.001,0.003,0.006,0,0.002,0.021,0.003,0,0,0.001,0.001,0,0,0.001,0.001,0.003,0
2,453,0.839,0.952,0.75,0.984,0.992,0.589,0.831,0.895,0.944,0.976,0.976,0.5,0.669,0.645,0.726,0.952,0.492,0.653,0.726,0.823,0.935,0.968,0.976,0.476,0.621,0.685,0.806,0.927,0.96,0.984,0.984,0.202,0.391,0.696,0,0,0.087,0,0,14.61,12.553,7.55,5.484,17.803,124,5.403,6,13,12.4,0.153,1.4,1,1.425,0.589,0,0,0.1,0,0,0.081,0.056,0.016,0.024,0.081,0,0.065,0,0.008,0.056,0.113,0.315,0.048,0.137,0,0.105,0.008,0.016,0.008,0.056,0.024,0.024,0.024,0.226,0.25,0,0.129,0.008,0,0,0,0.081,0,0,0,0.121,0.129,0.21,0.073,0.121,0,0,0,0.242,0.081,0.097,0.04,0.002,0.023,0.011,0.001,0.008,0,10,0,0.013,0.008,0.001,0.021,0.002,0.013,0.004,0.008,2.21,0,0.002,0.002,0,0,0.006,0.001,0.014,0.01,0.024,0.006,0,0,0,0.01,0.005,0.012,0.025,0,0.012,0.031,0.007,0,0,0.002,0.006,0,0,0.001,0.002,0.008,0.006
1,454,0.911,0.96,0.842,0.977,0.99,0.716,0.904,0.947,0.954,0.954,0.954,0.538,0.637,0.62,0.769,0.898,0.449,0.581,0.67,0.743,0.891,0.924,0.954,0.446,0.584,0.66,0.746,0.878,0.934,0.967,0.98,0.314,0.529,0.676,0.029,0.029,0.029,0,0,9.914,8.043,4.072,4.772,12.621,303,4.647,5,7.5,7.974,0.069,0.974,1,2.034,0.644,0,0.003,0.184,0,0,0.046,0.116,0.013,0.003,0.013,0,0.106,0,0.01,0.043,0.079,0.208,0.089,0.274,0,0.109,0.086,0.033,0.01,0.063,0.02,0.01,0.023,0.406,0.05,0,0.211,0.063,0.01,0,0.003,0.043,0,0.182,0.003,0.017,0.066,0.257,0.026,0.122,0.129,0,0,0.191,0.017,0.195,0.076,0,0.011,0.002,0,0.001,0.005,38,0,0.006,0,0,0.007,0.001,0.002,0.002,0.001,1.941,0,0,0.001,0,0.003,0.002,0.002,0.007,0.005,0.005,0.003,0,0,0,0.003,0.002,0.003,0.001,0,0,0.005,0.001,0,0,0,0.003,0,0,0.002,0.001,0,0.001
1,455,0.951,0.981,0.833,0.993,0.993,0.729,0.919,0.956,0.984,0.984,0.984,0.521,0.715,0.602,0.773,0.94,0.502,0.625,0.715,0.817,0.938,0.975,0.984,0.502,0.627,0.697,0.796,0.914,0.963,0.988,0.993,0.345,0.609,0.422,0.047,0.047,0.031,29,0,10.943,8.946,4.62,4.939,13.692,461,4.826,5,8,8.865,0.08,1.404,1,2.426,0.64,0.002,0.009,0.173,0.019,0,0.072,0.039,0.02,0,0.02,0,0.098,0,0.02,0.024,0.1,0.312,0.08,0.217,0,0.065,0.106,0.03,0.011,0.163,0.013,0.009,0.004,0.445,0.093,0,0.184,0.033,0.002,0,0.009,0.063,0,0.033,0.03,0.089,0.171,0.299,0.039,0.132,0.059,0,0,0.161,0.156,0.119,0.091,0,0.009,0.002,0,0.001,0.001,52,0,0.004,0.003,0,0.006,0,0.003,0.002,0.001,2.078,0,0,0.001,0,0.001,0.003,0.002,0.004,0.002,0.003,0.002,0.001,0,0,0.001,0.002,0.003,0.002,0,0.002,0.006,0.001,0,0,0,0.001,0,0,0.001,0,0,0
0,456,0.969,1,0.917,0.948,0.969,0.875,0.927,0.948,0.979,0.979,0.979,0.625,0.792,0.698,0.792,0.938,0.479,0.625,0.667,0.74,0.885,0.948,0.979,0.469,0.625,0.667,0.719,0.885,0.958,0.969,0.979,0.281,0.5,0.5,0.269,0.038,0,3,1,10.129,8.321,4.183,4.465,12.593,99,4.343,4,7,8.25,0.071,0.917,0.5,1.597,0.616,0,0.01,0,0,0,0.061,0.051,0.01,0,0.01,0,0.101,0,0,0,0.091,0.303,0.172,0.202,0,0.172,0,0.03,0,0.202,0,0.03,0.02,0.525,0.071,0,0.182,0.02,0,0,0,0.061,0,0.343,0.01,0.02,0.071,0.222,0.03,0.192,0,0,0,0.253,0.051,0.071,0.131,0.001,0.044,0.008,0,0.005,0.029,12,0,0.015,0.004,0,0.019,0,0.006,0.011,0.005,1.879,0,0.003,0.003,0,0,0.017,0,0.017,0.006,0.021,0.008,0.001,0,0,0.014,0.014,0.016,0.006,0,0.002,0.025,0.003,0,0,0,0.004,0,0,0.002,0.002,0.001,0
6,457,0.452,0.555,0.381,0.712,0.882,0.213,0.37,0.549,0.864,0.93,0.932,0.357,0.314,0.443,0.325,0.81,0.204,0.346,0.459,0.582,0.844,0.906,0.932,0.205,0.333,0.439,0.588,0.785,0.865,0.944,0.962,0.012,0.392,0.778,0.026,0.062,0.026,2,1,41.563,38.447,24.327,8.408,46.309,2086,8.382,8.5,8,37.927,0.52,6.582,0,3.66,0.797,0.007,0,0.073,0.273,1,0.224,0.009,0,0,0.028,0.001,0.074,0,0,0.003,0.094,0.499,0.003,0.065,0,0.021,0.009,0.036,0.027,0.049,0.039,0.095,0.051,0.293,0.24,0.001,0.02,0.003,0,0.042,0.012,0.253,0,0,0,0.02,0.207,0.201,0.198,0.047,0.017,0.016,0.017,0.468,0.034,0.026,0.035,0,0.005,0.002,0,0.005,0,55,0,0,0.001,0,0.004,0.001,0.004,0.001,0.004,3.636,0,0.002,0.001,0,0,0.001,0,0.001,0,0.009,0.001,0,0,0,0,0,0.001,0.004,0,0,0.009,0.004,0,0,0,0,0,0.001,0,0.001,0.001,0
5,458,0.58,0.704,0.459,0.812,0.916,0.374,0.543,0.672,0.852,0.881,0.893,0.37,0.48,0.472,0.501,0.871,0.351,0.476,0.53,0.655,0.823,0.866,0.893,0.349,0.457,0.528,0.647,0.818,0.868,0.921,0.94,0.132,0.371,0.637,0.008,0.024,0.024,17,8,18.179,15.779,11.11,6.455,21.905,543,6.39,6,15,15.514,0.265,2.057,2,1.609,0.662,0.004,0.004,0.286,0.057,2,0.108,0.063,0.024,0.004,0.037,0,0.078,0,0.002,0.039,0.111,0.341,0.043,0.15,0,0.046,0.05,0.024,0.02,0.082,0.035,0.054,0.035,0.28,0.23,0.002,0.102,0.026,0.007,0.02,0.024,0.108,0,0.015,0.009,0.061,0.15,0.215,0.069,0.072,0.067,0.007,0.011,0.286,0.065,0.078,0.059,0.001,0.008,0.003,0.001,0.003,0,35,0,0.003,0.002,0,0.006,0.001,0.004,0.002,0.003,2.665,0,0.002,0.001,0,0.002,0.002,0.001,0.004,0.002,0.008,0.002,0,0,0,0.001,0.001,0.002,0.007,0.001,0.002,0.01,0.002,0,0,0,0.002,0,0.001,0.001,0.001,0.001,0.001
5,459,0.581,0.658,0.504,0.74,0.862,0.395,0.59,0.675,0.797,0.836,0.856,0.41,0.528,0.494,0.547,0.827,0.393,0.48,0.518,0.576,0.72,0.781,0.856,0.398,0.474,0.513,0.578,0.715,0.771,0.862,0.887,0.138,0.412,0.673,0.059,0.026,0.085,3,8,15.036,12.84,8.752,5.843,18.403,594,5.764,5,12,12.638,0.202,1.851,2,1.552,0.614,0.002,0.003,0.106,0.021,0,0.096,0.056,0.017,0,0.057,0,0.099,0.003,0,0.04,0.108,0.312,0.061,0.15,0,0.067,0.015,0.02,0.029,0.064,0.051,0.035,0.035,0.243,0.228,0.007,0.079,0.04,0.002,0.017,0.008,0.103,0,0.007,0.012,0.067,0.132,0.169,0.093,0.091,0.047,0.002,0.01,0.266,0.059,0.067,0.073,0,0.005,0.002,0.001,0.002,0,47,0,0.002,0.001,0,0.004,0.001,0.003,0.002,0.002,2.397,0,0.001,0,0,0.001,0.001,0,0.003,0.001,0.006,0.002,0,0,0,0.001,0.001,0.002,0.005,0,0.001,0.007,0.002,0,0,0,0.001,0,0,0.001,0.001,0.001,0.001
5,460,0.588,0.655,0.487,0.76,0.861,0.397,0.577,0.67,0.801,0.85,0.854,0.416,0.449,0.532,0.581,0.873,0.322,0.461,0.524,0.618,0.734,0.794,0.854,0.337,0.449,0.491,0.592,0.734,0.775,0.865,0.895,0.075,0.477,0.523,0.14,0.023,0,16,13,19.524,17.273,10.46,5.948,22.948,290,5.89,5,17,17.059,0.214,1.941,2,1.459,0.707,0.007,0,0.294,0.118,1,0.117,0.042,0.028,0.004,0.032,0,0.042,0,0.007,0.028,0.134,0.431,0.018,0.117,0,0.049,0.039,0.032,0.014,0.106,0.039,0.081,0.035,0.343,0.145,0,0.067,0.007,0,0.042,0.014,0.145,0,0,0,0.049,0.23,0.212,0.095,0.078,0.039,0.014,0.021,0.353,0.074,0.064,0.042,0.002,0.02,0.008,0.001,0.009,0,17,0,0.004,0.004,0,0.012,0.002,0.014,0.002,0.007,2.466,0.001,0.005,0.002,0,0.002,0.006,0.002,0.007,0.004,0.021,0.002,0,0.001,0,0.003,0.001,0.005,0.009,0.001,0.003,0.025,0.006,0,0,0,0.002,0,0.002,0,0.002,0.002,0.002
5,461,0.543,0.612,0.484,0.686,0.777,0.404,0.59,0.633,0.723,0.766,0.771,0.431,0.527,0.511,0.58,0.755,0.367,0.463,0.489,0.58,0.686,0.734,0.771,0.367,0.452,0.479,0.537,0.665,0.707,0.777,0.835,0.037,0.542,0.508,0.051,0.034,0.017,7,6,18.639,16.532,9.874,5.485,21.757,196,5.423,5,16.5,16.333,0.199,2.25,1.5,1.667,0.672,0,0,0.333,0,0,0.077,0.041,0,0.005,0.026,0,0.051,0,0,0,0.226,0.456,0.021,0.097,0,0.056,0.01,0.01,0.01,0.077,0.077,0.103,0.031,0.405,0.087,0.005,0.062,0.026,0,0.005,0.015,0.067,0,0,0,0.067,0.082,0.333,0.103,0.031,0.051,0,0.005,0.374,0.077,0.056,0.036,0,0.034,0.019,0.001,0.006,0,12,0,0.005,0.006,0,0.028,0.006,0.007,0.003,0.006,2.306,0,0.009,0.001,0,0.004,0.006,0.001,0.008,0.005,0.031,0.004,0,0,0,0.005,0.002,0.003,0.007,0.001,0.006,0.038,0.009,0,0,0,0.003,0,0,0.002,0.003,0.002,0
5,462,0.472,0.546,0.39,0.697,0.835,0.298,0.495,0.61,0.798,0.849,0.862,0.367,0.367,0.422,0.5,0.798,0.271,0.353,0.413,0.532,0.706,0.789,0.862,0.275,0.339,0.394,0.495,0.688,0.752,0.835,0.872,0.064,0.54,0.651,0.095,0.016,0.032,7,5,20.205,17.784,11.368,6.741,24.223,228,6.684,6,15,17.538,0.246,2.308,2,1.507,0.752,0,0,0.154,0,0,0.106,0.053,0.018,0,0.044,0,0.062,0,0.004,0.013,0.097,0.434,0.009,0.159,0,0.071,0.044,0.027,0.004,0.075,0.04,0.088,0.031,0.279,0.208,0.004,0.097,0.027,0,0.027,0.004,0.128,0,0,0,0.075,0.199,0.212,0.111,0.088,0.066,0.009,0.018,0.389,0.053,0.088,0.058,0.001,0.021,0.007,0,0.01,0,13,0,0.007,0.004,0,0.016,0.003,0.015,0.004,0.008,2.667,0.001,0.007,0.002,0,0.005,0.006,0.003,0.012,0.007,0.03,0.005,0,0.001,0,0.005,0.001,0.007,0.016,0,0.006,0.033,0.009,0,0,0,0.004,0,0.002,0.002,0.002,0.003,0.001
5,463,0.452,0.526,0.356,0.659,0.83,0.281,0.422,0.563,0.83,0.881,0.881,0.289,0.341,0.363,0.407,0.83,0.259,0.348,0.4,0.489,0.719,0.778,0.881,0.259,0.311,0.393,0.437,0.719,0.756,0.837,0.889,0.022,0.568,0.614,0.023,0.068,0.023,3,3,18.707,16.19,11.972,7.07,22.896,143,7.007,6,17,15.889,0.301,2.333,2,1.302,0.783,0.007,0,0,0.111,0,0.152,0.029,0,0.007,0.036,0,0.036,0,0,0.007,0.116,0.435,0.014,0.167,0,0.072,0.043,0.043,0.022,0.058,0.043,0.08,0.065,0.37,0.239,0.007,0.101,0.029,0,0.029,0.014,0.167,0,0,0,0.072,0.123,0.326,0.123,0.094,0.08,0,0.014,0.384,0.058,0.109,0.051,0,0.041,0.013,0.002,0.019,0,9,0,0.011,0.006,0,0.036,0.005,0.014,0.006,0.017,2.818,0.002,0.009,0.005,0,0.009,0.006,0.005,0.019,0.012,0.043,0.004,0,0,0.001,0.008,0.002,0.01,0.027,0.002,0.008,0.048,0.014,0,0,0.001,0.003,0,0.003,0.003,0.007,0.004,0.001
5,464,0.483,0.589,0.426,0.7,0.829,0.357,0.506,0.582,0.738,0.787,0.802,0.399,0.422,0.449,0.502,0.825,0.308,0.403,0.441,0.517,0.639,0.734,0.802,0.319,0.392,0.445,0.494,0.62,0.73,0.829,0.867,0.053,0.613,0.376,0.065,0.011,0,9,5,16.207,13.93,9.721,6.033,19.66,274,5.96,6,15.5,13.7,0.23,1.9,2,1.351,0.7,0,0.007,0.1,0,0,0.095,0.033,0,0.004,0.029,0,0.077,0,0.004,0.048,0.114,0.418,0.026,0.154,0,0.033,0.073,0.026,0.015,0.055,0.033,0.062,0.066,0.227,0.282,0.004,0.099,0.029,0,0.022,0.007,0.11,0,0,0,0.037,0.121,0.26,0.062,0.114,0.04,0.015,0.007,0.293,0.117,0.073,0.073,0,0.011,0.006,0.001,0.005,0,20,0,0.005,0.006,0,0.013,0.002,0.006,0.004,0.005,2.507,0,0.003,0.001,0,0.002,0.003,0.004,0.008,0.004,0.015,0.004,0,0.001,0,0.002,0.001,0.006,0.014,0,0.002,0.021,0.003,0,0,0,0.002,0,0.001,0.001,0.003,0.001,0.002
5,465,0.61,0.762,0.547,0.86,0.939,0.442,0.616,0.765,0.898,0.913,0.922,0.39,0.532,0.483,0.628,0.895,0.419,0.5,0.561,0.689,0.869,0.89,0.922,0.422,0.497,0.544,0.66,0.84,0.898,0.93,0.956,0.163,0.51,0.633,0.122,0.041,0.061,2,2,20.77,18.592,11.098,5.659,23.973,349,5.605,5,17,18.368,0.223,2.368,2,1.939,0.622,0.009,0.003,0.368,0.158,0,0.063,0.072,0.009,0.003,0.058,0,0.095,0,0.012,0.032,0.124,0.317,0.046,0.17,0,0.026,0.101,0,0.017,0.055,0.014,0.052,0.043,0.222,0.245,0.003,0.135,0.029,0,0.003,0.006,0.061,0,0.006,0.012,0.029,0.095,0.176,0.107,0.081,0.075,0,0,0.236,0.095,0.069,0.084,0,0.012,0.007,0.001,0.003,0,19,0,0.007,0.005,0.001,0.009,0.001,0.005,0.004,0.003,2.401,0,0.003,0,0,0.004,0.003,0.005,0.009,0.004,0.012,0.005,0.001,0,0,0.001,0.002,0.004,0.013,0,0.002,0.017,0.006,0,0,0,0.004,0,0,0.002,0.002,0.003,0.002
5,466,0.582,0.719,0.516,0.814,0.882,0.487,0.624,0.703,0.889,0.915,0.918,0.35,0.48,0.454,0.601,0.892,0.359,0.549,0.601,0.706,0.843,0.876,0.918,0.373,0.484,0.595,0.686,0.824,0.873,0.938,0.944,0.118,0.436,0.745,0.055,0.091,0.036,0,4,20.906,18.493,11.882,6.323,24.503,310,6.268,6,18,18.235,0.258,2.882,3,1.795,0.651,0.01,0.003,0.176,0.176,3,0.075,0.075,0.01,0.007,0.062,0,0.065,0,0.033,0.029,0.101,0.322,0.042,0.179,0,0.039,0.075,0.078,0.016,0.055,0.055,0.072,0.094,0.248,0.277,0.01,0.085,0.026,0,0.055,0.013,0.117,0.003,0,0,0.023,0.094,0.205,0.121,0.13,0.046,0.039,0.016,0.28,0.059,0.068,0.101,0.001,0.015,0.006,0.001,0.007,0,17,0,0.005,0.003,0.002,0.012,0.003,0.006,0.006,0.004,2.671,0.001,0.004,0.005,0,0.003,0.003,0.004,0.011,0.004,0.016,0.004,0,0.002,0.001,0.002,0.002,0.008,0.016,0.001,0.001,0.019,0.007,0,0,0,0.004,0,0.003,0.002,0.006,0.004,0.002
5,467,0.507,0.618,0.461,0.75,0.855,0.375,0.579,0.678,0.789,0.862,0.888,0.408,0.467,0.474,0.553,0.796,0.329,0.375,0.421,0.526,0.73,0.816,0.888,0.329,0.368,0.401,0.507,0.697,0.789,0.895,0.921,0.112,0.478,0.435,0.304,0.022,0.043,0,0,16.51,14.157,10.18,6.275,20.112,153,6.203,6,13,13.909,0.248,1.727,2,1.369,0.697,0.007,0,0.091,0.091,1,0.112,0.053,0,0.013,0.02,0,0.079,0,0.007,0.013,0.138,0.401,0.033,0.132,0,0.072,0.039,0.013,0.007,0.026,0.053,0.105,0.007,0.283,0.178,0,0.099,0.007,0,0.02,0.02,0.118,0,0,0,0.079,0.099,0.303,0.118,0.072,0.039,0.007,0.013,0.355,0.072,0.079,0.053,0,0.026,0.013,0.001,0.011,0,11,0,0.009,0.007,0.001,0.028,0.005,0.009,0.005,0.01,2.601,0.001,0.01,0.001,0,0.004,0.002,0.004,0.012,0.007,0.032,0.007,0,0.001,0,0.007,0.003,0.007,0.016,0.002,0.007,0.036,0.011,0,0,0.001,0.005,0,0.002,0.001,0.001,0.002,0.001
5,468,0.529,0.659,0.459,0.765,0.9,0.388,0.512,0.624,0.876,0.912,0.918,0.406,0.459,0.506,0.5,0.853,0.329,0.447,0.5,0.612,0.865,0.888,0.918,0.306,0.429,0.476,0.612,0.818,0.876,0.929,0.935,0.035,0.301,0.494,0.072,0.024,0,34,0,18.447,15.977,11.569,6.725,22.354,204,6.662,6.5,15,15.692,0.284,3.308,3,1.417,0.765,0.005,0,0.077,0.077,2,0.088,0.025,0,0.01,0.02,0,0.069,0,0.005,0.01,0.113,0.549,0.01,0.103,0,0.029,0.059,0.044,0.044,0.078,0.025,0.127,0.02,0.328,0.206,0,0.078,0.005,0,0.02,0.01,0.098,0,0,0,0.029,0.245,0.284,0.103,0.044,0.054,0.005,0.015,0.51,0.039,0.054,0.034,0,0.025,0.009,0.003,0.008,0,13,0,0.006,0.003,0,0.022,0.002,0.019,0.003,0.007,2.755,0.001,0.01,0.003,0,0.004,0.006,0.005,0.008,0.004,0.039,0.005,0,0,0,0.002,0.001,0.003,0.016,0.001,0.002,0.042,0.008,0,0,0.001,0.002,0,0.002,0,0.002,0.002,0.001
5,469,0.57,0.702,0.437,0.788,0.854,0.318,0.589,0.715,0.854,0.881,0.887,0.358,0.424,0.444,0.556,0.821,0.311,0.397,0.47,0.623,0.775,0.854,0.887,0.311,0.391,0.464,0.563,0.775,0.808,0.907,0.907,0.04,0.476,0.762,0.024,0.024,0.048,3,1,18.711,16.221,12.369,6.912,22.749,159,6.849,6,15.5,15.9,0.321,1.9,2,1.387,0.734,0,0,0,0,2,0.143,0.045,0.013,0.006,0.045,0,0.058,0,0.006,0,0.117,0.422,0.019,0.123,0,0.065,0.052,0,0.026,0.071,0.019,0.117,0.032,0.409,0.175,0,0.097,0.006,0,0.019,0.019,0.143,0,0,0,0.065,0.182,0.286,0.11,0.078,0.045,0,0.019,0.416,0.026,0.084,0.019,0.001,0.041,0.012,0.003,0.014,0,10,0,0.01,0.003,0.001,0.029,0.002,0.018,0.002,0.014,2.811,0.002,0.012,0,0,0.005,0.007,0.005,0.012,0.008,0.042,0.006,0,0,0,0.006,0.002,0.008,0.018,0.002,0.006,0.042,0.011,0,0,0.001,0.005,0,0.002,0.001,0.003,0.005,0
