level,text_number,inA2,inB1,inA1,inB2,inC1,kellyA1,kellyA2,kellyB1,kellyB2,kellyC1,kellyC2,simple850,simple1000,simple2000,dale3000,brown10000,infr100i,infr300i,infr500i,infr1000i,infr3000i,infr5000i,infr10000i,infr100,infr300,infr500,infr1000,infr3000,infr5000,infr10000,infr_more_than_5,infr_spoken,lex_physical,lex_abstract,lex_substance,lex_virtual,lex_emotions,lex_names_and_geo,lex_bastards,formula_flesh_kinc,formula_dale,formula_smog,formula_coleman,formula_senter,words,mean_len_word,median_len_word,median_len_sentence,mean_len_sentence,percent_of_long_words,mean_punct_per_sentence,median_punct_per_sentence,tt_ratio,contentPOS,kotoryi/words,modal_verbs,conj_adversative,kotoryi/sentences,passive,A,ADV,ADVPRO,ANUM,APRO,COM,CONJ,INTJ,NUM,PART,PR,S,SPRO,V,наст,непрош,прош,вин,дат,им,пр,род,твор,ед,мн,деепр,изъяв,инф,пов,прич,кр,полн,притяж,1-л,2-л,3-л,жен,муж,сред,несов,сов,действ,страд,неод,од,нп,пе,ADVPRO_sentence,ед_sentence,PR_sentence,дат_sentence,полн_sentence,1-л_sentence,sentences,INTJ_sentence,изъяв_sentence,од_sentence,NUM_sentence,муж_sentence,пр_sentence,жен_sentence,пе_sentence,A_sentence,mean_len_word_in_syllables,страд_sentence,род_sentence,вин_sentence,притяж_sentence,сов_sentence,им_sentence,прош_sentence,V_sentence,нп_sentence,неод_sentence,CONJ_sentence,2-л_sentence,действ_sentence,деепр_sentence,непрош_sentence,SPRO_sentence,несов_sentence,мн_sentence,кр_sentence,3-л_sentence,S_sentence,сред_sentence,наст_sentence,пов_sentence,ANUM_sentence,ADV_sentence,COM_sentence,прич_sentence,инф_sentence,твор_sentence,APRO_sentence,PART_sentence
0,0,0.889,0.889,0.889,0.889,0.889,1,1,1,1,1,1,0.222,0.778,0.222,0.667,0.889,0.778,0.778,0.778,0.778,1,1,1,0.778,0.778,0.778,0.778,0.778,1,1,1,0.444,0.5,0,0,0,0,1,0,4,2.5,0,4.2,6.3,10,3.8,3,2.5,2.5,0,0,0,1.667,0.3,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.2,0,0.3,0.3,0,0,0,0,0,0,0.2,0,0,0,0.6,0.1,0,0,0,0,0,0,0,0,0.1,0,0,0,0.5,0.2,0,0,0,0,0.4,0.1,0,0,0,0.15,0,0,0,0.025,4,0,0,0.025,0,0.125,0,0,0,0,1.5,0,0,0,0,0,0.05,0,0,0,0.1,0,0,0,0,0,0.075,0,0.025,0,0,0.075,0.05,0,0,0,0,0,0,0,0,0.05,0.05
0,1,0.938,0.938,0.875,0.938,0.938,0.812,0.812,1,1,1,1,0.375,0.688,0.5,0.688,0.875,0.562,0.562,0.625,0.812,0.875,0.938,1,0.562,0.625,0.625,0.812,0.875,0.875,1,1,0.25,0.833,0,0,0.167,0,2,0,5.211,3.6,0,4.444,7.767,18,4.167,3.5,3,3.6,0,0,0,1.385,0.5,0,0,0,0,0,0.056,0,0,0,0.111,0,0,0,0,0,0,0.333,0.389,0.111,0,0.111,0,0,0,0.5,0,0,0,0.889,0.167,0,0.111,0,0,0,0.056,0,0,0,0,0.389,0.278,0.5,0.111,0.111,0,0,0,0.111,0.333,0,0.111,0,0.178,0,0,0,0,5,0,0.022,0.067,0,0.1,0,0.056,0.022,0.011,1.611,0,0,0,0,0,0.1,0,0.022,0,0.022,0,0,0,0,0.022,0.078,0.022,0.033,0.011,0.078,0.067,0.022,0,0,0,0,0,0,0,0,0.022,0
0,2,0.933,0.933,0.911,0.933,0.933,0.933,0.956,0.978,0.978,0.978,0.978,0.244,0.711,0.311,0.644,0.933,0.467,0.511,0.578,0.622,0.889,0.978,0.978,0.467,0.556,0.556,0.6,0.8,0.978,0.978,0.978,0.311,0.824,0.176,0.118,0.059,0,2,1,7.875,5.96,3.873,4.83,10.535,47,4.66,4,5,5.875,0.085,1.625,0.5,1.679,0.511,0,0,0.25,0,0,0,0,0.064,0,0.234,0,0.043,0,0,0.064,0,0.489,0.085,0.021,0,0.021,0,0,0,0.213,0,0.021,0,0.362,0.191,0,0.021,0,0,0,0,0,0,0.021,0,0.064,0.298,0.383,0.021,0.021,0,0,0,0.426,0.085,0,0.021,0.008,0.045,0,0,0,0.003,8,0,0.003,0.011,0,0.048,0,0.037,0.003,0,2,0,0.003,0,0,0,0.027,0,0.003,0,0.053,0.005,0,0,0,0.003,0.011,0.003,0.024,0,0.008,0.061,0.003,0,0,0,0,0,0,0,0,0.029,0.008
0,3,1,1,0.98,1,1,0.863,0.863,0.98,0.98,0.98,0.98,0.529,0.706,0.608,0.804,0.98,0.549,0.647,0.745,0.843,0.961,0.98,0.98,0.529,0.667,0.725,0.843,0.961,0.98,0.98,0.98,0.275,0.667,0.095,0.095,0.143,0,5,0,5.501,3.805,2.828,4.929,8.394,56,4.661,4,3,3.733,0.071,0.6,0,1.6,0.5,0,0,0.067,0,0,0.036,0.018,0.036,0,0.232,0,0.018,0,0,0.054,0,0.375,0.161,0.071,0,0.071,0,0,0,0.411,0,0,0,0.571,0.143,0,0.071,0,0,0,0,0.036,0,0.018,0.036,0.143,0.321,0.393,0.018,0.071,0,0,0,0.25,0.161,0,0.071,0.002,0.038,0,0,0.002,0.001,15,0,0.005,0.011,0,0.026,0,0.021,0.005,0.002,1.768,0,0,0,0,0,0.027,0,0.005,0,0.017,0.001,0.002,0,0,0.005,0.011,0.005,0.01,0,0.01,0.025,0.001,0,0,0,0.001,0,0,0,0,0.015,0.004
0,4,1,1,1,1,1,0.786,0.857,0.929,0.929,0.929,0.929,0.5,0.571,0.571,0.643,0.857,0.429,0.714,0.714,0.857,0.929,0.929,0.929,0.429,0.643,0.714,0.786,0.929,1,1,1,0.429,1,0.5,0.5,0,0,0,0,9.071,7.071,3.873,5.071,11.929,14,4.929,5,7,7,0.071,0.5,0.5,1.077,0.643,0,0,0,0,0,0.071,0.214,0.071,0,0,0,0.071,0,0,0,0,0.143,0.214,0.214,0,0.214,0,0,0,0.143,0,0,0,0.5,0,0,0.214,0,0,0,0,0.071,0,0.357,0,0,0,0.214,0.071,0.214,0,0,0,0.214,0,0,0.214,0.036,0.25,0,0,0.036,0.179,2,0,0.107,0,0,0.107,0,0,0.107,0.036,2.071,0,0,0,0,0,0.071,0,0.107,0,0.107,0.036,0,0,0,0.107,0.107,0.107,0,0,0,0.071,0.036,0,0,0,0.107,0,0,0,0,0,0
0,5,1,1,1,1,1,0.75,0.85,0.95,0.95,0.95,0.95,0.5,0.55,0.5,0.75,0.9,0.4,0.75,0.75,0.85,0.95,0.95,0.95,0.4,0.6,0.75,0.8,0.95,1,1,1,0.35,0.333,0.333,0.333,0,0,2,0,7.455,5.591,3.873,5.136,10.455,22,4.955,4.5,4.5,5.5,0.091,0.5,0,1.222,0.727,0,0,0.25,0,0,0.136,0.227,0,0,0,0,0.045,0,0,0,0.045,0.227,0.182,0.136,0,0.136,0,0,0,0.136,0,0,0,0.5,0,0,0.136,0,0,0,0,0.136,0,0,0,0.273,0.045,0.455,0.045,0.136,0,0,0,0.227,0.045,0,0.136,0,0.125,0.011,0,0.034,0,4,0,0.034,0.011,0,0.114,0,0.011,0.034,0.034,1.955,0,0,0,0,0,0.034,0,0.034,0,0.057,0.011,0,0,0,0.034,0.045,0.034,0,0,0.068,0.057,0.011,0,0,0,0.057,0,0,0,0,0,0
0,6,0.95,0.963,0.95,0.95,0.95,0.775,0.863,0.875,0.875,0.875,0.875,0.562,0.7,0.575,0.787,0.85,0.6,0.775,0.775,0.8,0.875,0.875,0.875,0.6,0.75,0.812,0.825,0.887,0.95,0.975,1,0.438,0.625,0.125,0.125,0.125,0,6,0,8.662,6.697,4.019,5.14,11.604,86,4.988,4,8,6.615,0.081,1,1,2.048,0.593,0,0.012,0.231,0,0,0.07,0.209,0.035,0,0.023,0,0.105,0,0,0.058,0.023,0.174,0.163,0.14,0,0.116,0,0,0,0.233,0,0,0,0.453,0.07,0,0.128,0.012,0,0,0,0.07,0,0.023,0.012,0.244,0.023,0.349,0.023,0.128,0,0,0,0.093,0.105,0.012,0.128,0.003,0.035,0.002,0,0.005,0.002,13,0,0.01,0.008,0,0.027,0,0.002,0.01,0.005,2.047,0,0,0,0,0,0.018,0,0.011,0.001,0.007,0.008,0.001,0,0,0.009,0.013,0.01,0.005,0,0.019,0.013,0.002,0,0,0,0.016,0,0,0.001,0,0.002,0.004
0,7,1,1,1,1,1,1,1,1,1,1,1,0.667,0.889,0.667,0.889,1,0.333,0.778,0.889,0.889,1,1,1,0.333,0.667,0.889,0.889,1,1,1,1,0.333,0,0,0,0,0,1,0,6.7,5,0,4.3,9.1,10,4.1,6,5,5,0,0,0,1.25,0.7,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.1,0.1,0.6,0,0.2,0,0,0,0.2,0,0,0,0.4,0,0,0.2,0.4,0,0,0,0,0,0.2,0,0.1,0.1,0,0,0.6,0,0,0,0,0.1,0.1,0.5,0,0.2,0,0,0,0.1,2,0,0.1,0.05,0,0,0,0.05,0.25,0,1.7,0,0,0,0,0,0.1,0,0.3,0.05,0,0.1,0,0,0,0.1,0.05,0.3,0,0,0.05,0.05,0,0,0,0,0,0,0,0.2,0,0,0
0,8,0.967,0.967,0.967,0.967,0.967,0.8,0.9,0.9,0.9,0.9,0.9,0.3,0.7,0.367,0.767,0.867,0.433,0.7,0.767,0.867,0.867,0.9,0.9,0.433,0.6,0.8,0.867,0.933,0.967,1,1,0.533,0.714,0.143,0.143,0.143,0,2,0,6.094,4.094,3.354,5.281,9.031,32,5.031,4.5,3,4,0.094,0.25,0,1.391,0.562,0,0,0.125,0,0,0.031,0.125,0.031,0,0.031,0,0.062,0,0,0.062,0,0.219,0.25,0.188,0,0.156,0,0.031,0,0.344,0,0,0,0.625,0.062,0,0.156,0,0.031,0,0,0.031,0,0,0.031,0.375,0.125,0.375,0.031,0.156,0.031,0,0,0.125,0.125,0.031,0.156,0.004,0.078,0,0,0.004,0,8,0,0.02,0.016,0,0.047,0,0.016,0.02,0.004,2.094,0,0,0.004,0,0.004,0.043,0,0.023,0.004,0.016,0.008,0.004,0,0,0.02,0.031,0.02,0.008,0,0.047,0.027,0.004,0,0.004,0,0.016,0,0,0,0,0.004,0.008
0,9,0.935,0.935,0.919,0.935,0.935,0.903,0.935,0.984,1,1,1,0.452,0.79,0.532,0.71,0.935,0.484,0.677,0.774,0.919,0.968,1,1,0.484,0.661,0.79,0.919,0.952,0.984,1,1,0.452,0.467,0.067,0,0.067,0,14,0,7.442,5.468,2.535,4.816,10.06,76,4.632,4,4,5.429,0.039,0.214,0,1.9,0.605,0,0,0.143,0,0,0.013,0.053,0.026,0,0.053,0,0.092,0,0,0.026,0.013,0.355,0.184,0.184,0,0.171,0,0.039,0,0.395,0,0,0,0.632,0.197,0,0.184,0,0,0,0.013,0,0,0.013,0.013,0.316,0.211,0.342,0.013,0.171,0,0,0,0.053,0.316,0.053,0.132,0.002,0.045,0.001,0,0,0.001,14,0,0.013,0.023,0,0.024,0,0.015,0.009,0.001,2.013,0,0,0.003,0,0,0.028,0,0.013,0.004,0.004,0.007,0.001,0,0,0.012,0.013,0.012,0.014,0.001,0.023,0.025,0.001,0,0,0,0.004,0,0,0,0,0.004,0.002
0,10,1,1,0.957,0.978,1,0.804,0.913,1,1,1,1,0.543,0.717,0.609,0.783,1,0.326,0.565,0.63,0.826,1,1,1,0.348,0.543,0.696,0.826,1,1,1,1,0.304,0.545,0.545,0.091,0.182,0,2,0,10.312,8.188,6.708,5.479,13.354,48,5.354,6,8.5,8,0.188,0.5,0,1.548,0.75,0,0,0.333,0,0,0.083,0.062,0.021,0,0,0,0.062,0,0,0,0.042,0.354,0.125,0.25,0,0.229,0,0.062,0,0.188,0,0,0.083,0.646,0,0,0.229,0.021,0,0,0,0.083,0,0,0,0.354,0.083,0.354,0.062,0.25,0,0,0,0.292,0.062,0.062,0.188,0.003,0.108,0.007,0,0.014,0,6,0,0.038,0.01,0,0.059,0,0.014,0.031,0.014,2.312,0,0,0.01,0,0,0.031,0,0.042,0.01,0.049,0.01,0,0,0,0.038,0.021,0.042,0,0,0.059,0.059,0.01,0,0,0,0.01,0,0,0.003,0.014,0,0
0,11,1,1,0.968,1,1,1,1,1,1,1,1,0.613,0.935,0.645,0.935,1,0.71,0.871,0.935,0.935,1,1,1,0.71,0.871,0.935,0.935,1,1,1,1,0.29,0.6,0.2,0,0.1,0.1,3,0,5.16,3.778,0,4.088,7.601,34,3.824,3,3,3.778,0,0,0,2.429,0.382,0,0,0,0,0,0,0,0,0,0.324,0,0,0,0,0.059,0,0.382,0.235,0,0,0,0,0,0,0.353,0.029,0,0,0.824,0,0,0,0,0,0,0,0,0,0,0,0,0.206,0.353,0.294,0,0,0,0,0.382,0.235,0,0,0,0.092,0,0,0,0,9,0,0,0.026,0,0.039,0.003,0.023,0,0,1.382,0,0,0,0,0,0.039,0,0,0,0.042,0,0,0,0,0,0.026,0,0,0,0,0.042,0.033,0,0,0,0,0,0,0,0,0.036,0.007
0,12,0.971,0.971,0.971,1,1,0.743,0.771,0.943,1,1,1,0.457,0.657,0.486,0.714,0.914,0.571,0.6,0.629,0.829,0.886,0.914,1,0.571,0.6,0.629,0.829,0.886,0.914,1,1,0.286,0.643,0,0,0.071,0,5,0,4.677,3.102,1.519,4.5,7.252,40,4.175,3.5,3,3.077,0.025,0.077,0,1.905,0.5,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.075,0.025,0.375,0.3,0.125,0,0.125,0,0,0,0.55,0,0,0,0.775,0.125,0,0.125,0,0,0,0,0,0,0.075,0,0.3,0.3,0.35,0.05,0.125,0,0,0,0.05,0.375,0,0.125,0,0.06,0.002,0,0,0.006,13,0,0.01,0.029,0,0.027,0,0.023,0.01,0,1.6,0,0,0,0,0,0.042,0,0.01,0,0.004,0,0,0,0,0.01,0.023,0.01,0.01,0,0.023,0.029,0.004,0,0,0,0,0,0,0,0,0.008,0.006
0,13,0.849,0.863,0.836,0.863,0.863,0.699,0.753,0.89,0.89,0.89,0.89,0.315,0.521,0.384,0.589,0.822,0.452,0.603,0.616,0.685,0.849,0.877,0.89,0.438,0.534,0.616,0.671,0.849,0.877,0.918,0.945,0.26,0.5,0.05,0.05,0,0,7,1,7.025,5.1,3.873,5.463,10.262,80,5.263,5,4.5,5,0.1,1.375,1,1.455,0.637,0,0,0.25,0,0,0.163,0.1,0.013,0,0.113,0,0.075,0,0,0.025,0,0.3,0.138,0.075,0,0.05,0,0,0,0.312,0.013,0,0,0.625,0.163,0,0.075,0,0,0.025,0.025,0.163,0,0.05,0.025,0.1,0.062,0.588,0.025,0.075,0,0,0,0.15,0.175,0.013,0.062,0.001,0.039,0,0,0.01,0.003,16,0,0.005,0.011,0,0.037,0.001,0.004,0.004,0.01,2.025,0,0,0,0,0,0.02,0,0.005,0.001,0.009,0.005,0.002,0,0,0.003,0.009,0.005,0.01,0.002,0.006,0.019,0.002,0,0,0,0.006,0,0.002,0,0,0.007,0.002
0,14,0.974,0.982,0.947,0.974,0.991,0.825,0.904,0.93,0.939,0.939,0.939,0.412,0.711,0.439,0.728,0.947,0.456,0.684,0.719,0.86,0.93,0.93,0.939,0.404,0.588,0.711,0.825,0.93,0.974,0.982,0.982,0.561,0.385,0.231,0.077,0.077,0,6,0,7.35,5.158,4.873,5.55,10.35,120,5.35,5,5,5,0.158,1.25,1,1.967,0.717,0,0,0,0,0,0.033,0.3,0.025,0,0.008,0,0.075,0,0,0.042,0,0.15,0.133,0.233,0,0.158,0,0,0,0.167,0.025,0,0,0.35,0.15,0,0.208,0.008,0.017,0.05,0.05,0.033,0,0.083,0.1,0.117,0.05,0.192,0.042,0.225,0.008,0,0,0.142,0.033,0.05,0.183,0.001,0.015,0,0,0.001,0.003,24,0,0.009,0.001,0,0.008,0.001,0.002,0.008,0.001,2.35,0,0,0,0,0,0.007,0,0.01,0.002,0.006,0.003,0.004,0,0,0.007,0.006,0.009,0.006,0.002,0.005,0.006,0.002,0,0.001,0,0.012,0,0.002,0,0,0,0.002
0,15,0.925,0.925,0.774,0.925,0.925,0.642,0.887,0.887,0.925,0.925,0.925,0.623,0.585,0.717,0.698,0.887,0.358,0.528,0.585,0.66,0.887,0.925,0.925,0.321,0.547,0.585,0.717,0.868,0.925,0.943,0.943,0.151,0.727,0.182,0,0,0,3,1,10.25,8.107,5.071,5.554,13.429,56,5.429,5,9,8,0.107,1,0,1.474,0.75,0,0,0.143,0,0,0.304,0.054,0.054,0,0.018,0,0.089,0,0,0.036,0,0.321,0.054,0.071,0,0.036,0,0,0,0.089,0,0.018,0,0.304,0.232,0,0.071,0,0,0,0.018,0.286,0,0.036,0.036,0.107,0.054,0.464,0.036,0.036,0,0,0,0.304,0.018,0.054,0.018,0.008,0.043,0,0,0.041,0.005,7,0,0.01,0.003,0,0.066,0,0.008,0.003,0.043,2.25,0,0.003,0,0,0,0.013,0,0.01,0.008,0.043,0.013,0.005,0,0,0.005,0.008,0.005,0.033,0.003,0.015,0.046,0.005,0,0,0,0.008,0,0,0,0,0.003,0.005
0,16,0.813,0.867,0.787,0.787,0.88,0.853,0.88,0.893,0.92,0.92,0.92,0.36,0.707,0.587,0.827,0.827,0.347,0.413,0.467,0.573,0.8,0.853,0.92,0.347,0.427,0.44,0.52,0.707,0.813,0.867,0.933,0.387,0.333,0.333,0.606,0,0,1,4,9.429,7.679,4.243,4.237,11.705,76,4.105,4,7,7.6,0.079,2,1.5,1.583,0.697,0,0,0,0,0,0,0.039,0,0,0.013,0,0.132,0,0.013,0.013,0.039,0.526,0.092,0.132,0,0.092,0,0.026,0.013,0.118,0,0.013,0.039,0.184,0.276,0,0.132,0,0,0.026,0.026,0,0,0.184,0.013,0.026,0.079,0.395,0.053,0.118,0,0,0,0.461,0.066,0.013,0.118,0,0.018,0.004,0.001,0,0.018,10,0,0.013,0.007,0.001,0.039,0,0.008,0.012,0,1.829,0,0.001,0.003,0,0,0.012,0,0.013,0.001,0.046,0.013,0.001,0,0,0.009,0.009,0.012,0.028,0.003,0.003,0.053,0.005,0,0,0,0.004,0,0.003,0,0.004,0.001,0.001
0,17,0.96,0.96,0.909,0.96,0.98,0.859,0.929,0.949,0.97,0.97,0.97,0.475,0.747,0.535,0.707,0.97,0.495,0.667,0.717,0.808,0.909,0.96,0.97,0.495,0.667,0.717,0.808,0.889,0.96,0.97,0.98,0.303,0.552,0.172,0,0.138,0,9,4,7.255,5.346,4.928,4.862,9.86,109,4.67,4,5,5.19,0.156,0.857,1,1.703,0.55,0,0,0.19,0,0,0.028,0.055,0.046,0,0.055,0,0.073,0,0,0.028,0.147,0.321,0.101,0.147,0,0.119,0,0.009,0,0.202,0.083,0.009,0,0.376,0.183,0,0.147,0,0,0.009,0.009,0.028,0,0.092,0.046,0.11,0.156,0.193,0.037,0.128,0,0,0,0.239,0.092,0.119,0.028,0.002,0.018,0.007,0,0.001,0.004,21,0,0.007,0.004,0,0.009,0.004,0.007,0.001,0.001,2.064,0,0,0,0,0,0.01,0,0.007,0.006,0.011,0.003,0.002,0,0,0.006,0.005,0.006,0.009,0,0.005,0.015,0.002,0,0,0,0.003,0,0,0,0,0.003,0.001
0,18,0.92,0.96,0.903,0.96,0.966,0.806,0.931,0.937,0.966,0.966,0.966,0.44,0.789,0.514,0.823,0.914,0.583,0.669,0.72,0.789,0.897,0.926,0.966,0.56,0.669,0.691,0.777,0.891,0.909,0.96,0.96,0.514,0.192,0.346,0.308,0.038,0.038,15,1,7.869,5.985,2.905,4.479,10.248,190,4.311,4,5,5.938,0.047,0.938,1,2.184,0.563,0,0.011,0.312,0,0,0.032,0.089,0.026,0,0,0,0.132,0.005,0,0.047,0.063,0.242,0.163,0.2,0,0.084,0.032,0,0,0.189,0.011,0.011,0,0.374,0.089,0,0.142,0.047,0.016,0.005,0.016,0.021,0,0.074,0.032,0.174,0.158,0.205,0.026,0.121,0.042,0,0,0.147,0.089,0.111,0.089,0.001,0.012,0.002,0,0.001,0.002,32,0,0.004,0.003,0,0.006,0,0.005,0.003,0.001,1.932,0,0,0,0,0.001,0.006,0.001,0.006,0.003,0.005,0.004,0.001,0,0,0.003,0.005,0.004,0.003,0,0.005,0.008,0.001,0,0,0,0.003,0,0,0.001,0,0,0.001
0,19,0.88,0.92,0.74,0.935,0.96,0.82,0.865,0.89,0.91,0.91,0.91,0.4,0.635,0.475,0.735,0.83,0.375,0.475,0.585,0.67,0.815,0.88,0.91,0.375,0.495,0.565,0.645,0.775,0.87,0.915,0.94,0.455,0.464,0.214,0.071,0.107,0,4,1,8.096,5.989,4.811,5.356,11.043,205,5.185,5,6,5.857,0.132,1.171,1,2.061,0.652,0,0.02,0.143,0,0,0.083,0.059,0.015,0,0.034,0,0.118,0,0,0.029,0.029,0.299,0.123,0.211,0,0.074,0.074,0.025,0,0.142,0.02,0.049,0.01,0.338,0.206,0,0.152,0.049,0.015,0,0.005,0.078,0,0.069,0.039,0.054,0.103,0.235,0.078,0.142,0.069,0,0,0.279,0.049,0.064,0.147,0,0.01,0.001,0,0.002,0.002,35,0,0.004,0.001,0,0.007,0.001,0.003,0.004,0.002,2.239,0,0.001,0.001,0,0.002,0.004,0.002,0.006,0.002,0.008,0.003,0.001,0,0,0.002,0.004,0.004,0.006,0,0.002,0.009,0.002,0,0,0,0.002,0,0,0.001,0,0.001,0.001
0,20,0.94,0.965,0.875,0.965,0.965,0.69,0.88,0.89,0.92,0.925,0.925,0.58,0.645,0.63,0.76,0.885,0.435,0.57,0.645,0.73,0.855,0.89,0.925,0.435,0.575,0.625,0.745,0.855,0.89,0.94,0.955,0.295,0.703,0.378,0.027,0.054,0.027,10,1,10.497,8.53,4.775,4.763,13.085,211,4.645,4,7,8.44,0.09,0.92,1,1.835,0.673,0.005,0.014,0.12,0.04,0,0.076,0.104,0.014,0,0.024,0,0.076,0,0.005,0.033,0.09,0.289,0.085,0.204,0,0.047,0.118,0.028,0,0.147,0.028,0.028,0.005,0.436,0.09,0,0.166,0.038,0,0,0.019,0.057,0,0.028,0.009,0.076,0.066,0.336,0.047,0.095,0.104,0,0,0.171,0.095,0.095,0.09,0.001,0.017,0.004,0,0.002,0.001,25,0,0.007,0.004,0,0.013,0.001,0.003,0.004,0.003,2.057,0,0.001,0.001,0,0.004,0.006,0.005,0.008,0.004,0.007,0.003,0,0,0,0.002,0.003,0.004,0.004,0.001,0.003,0.012,0.002,0,0,0,0.004,0,0,0.002,0,0.001,0.001
0,21,0.903,0.955,0.884,0.981,0.981,0.748,0.877,0.935,0.961,0.961,0.961,0.568,0.806,0.6,0.819,0.897,0.6,0.703,0.768,0.819,0.91,0.935,0.961,0.6,0.697,0.729,0.819,0.929,0.942,0.981,0.987,0.361,0.5,0.409,0.045,0,0.091,4,0,8.932,7.007,4.423,4.654,11.422,159,4.509,4,6,6.913,0.094,0.696,1,1.787,0.553,0,0.019,0.478,0,0,0.05,0.094,0.013,0,0.013,0,0.101,0.006,0,0.069,0.05,0.195,0.195,0.214,0,0.088,0.031,0.013,0.075,0.126,0.013,0.019,0.013,0.403,0.101,0,0.126,0.082,0.006,0,0.006,0.044,0,0.075,0.031,0.176,0.05,0.27,0.05,0.119,0.069,0,0,0.17,0.05,0.094,0.113,0.001,0.018,0.002,0.003,0.002,0.003,23,0,0.005,0.002,0,0.012,0.001,0.002,0.005,0.002,2.019,0,0.001,0.001,0,0.003,0.005,0.001,0.009,0.004,0.007,0.004,0.001,0,0,0.004,0.008,0.005,0.004,0,0.008,0.008,0.002,0,0,0,0.004,0,0,0.004,0.001,0.001,0.003
0,22,0.906,0.949,0.838,0.957,0.966,0.714,0.88,0.91,0.949,0.953,0.953,0.568,0.735,0.615,0.791,0.91,0.513,0.654,0.718,0.774,0.897,0.936,0.953,0.504,0.658,0.705,0.765,0.885,0.936,0.957,0.974,0.329,0.585,0.396,0.038,0.019,0.038,19,0,8.688,6.779,4.353,4.894,11.428,254,4.744,5,6,6.684,0.094,0.842,0,1.698,0.628,0,0.008,0.211,0,0,0.059,0.107,0.024,0.004,0.016,0,0.075,0,0.012,0.047,0.107,0.316,0.087,0.146,0,0.063,0.063,0.016,0.012,0.126,0.032,0.024,0,0.356,0.075,0,0.126,0.012,0.008,0,0.004,0.055,0,0.032,0.028,0.087,0.059,0.368,0.036,0.115,0.032,0,0,0.245,0.079,0.087,0.055,0.001,0.009,0.003,0,0.001,0.001,38,0,0.003,0.002,0,0.01,0.001,0.002,0.001,0.002,2.004,0,0.001,0,0,0.001,0.003,0.002,0.004,0.002,0.006,0.002,0.001,0,0,0.002,0.002,0.003,0.002,0,0.002,0.008,0.001,0,0,0,0.003,0,0,0,0,0,0.001
0,23,0.901,0.929,0.863,0.951,0.956,0.703,0.89,0.94,0.962,0.962,0.962,0.533,0.703,0.582,0.808,0.896,0.5,0.615,0.67,0.758,0.923,0.945,0.962,0.505,0.61,0.648,0.769,0.923,0.951,0.973,0.978,0.346,0.48,0.36,0.04,0.06,0.02,18,2,11.569,9.619,5.21,4.7,14.119,200,4.595,4,8,9.524,0.095,1.381,1,1.653,0.63,0,0,0.143,0,0,0.05,0.08,0.005,0,0.045,0,0.07,0,0,0.02,0.12,0.325,0.11,0.175,0,0.02,0.12,0.055,0,0.14,0.04,0.03,0.005,0.33,0.205,0,0.145,0.03,0.005,0,0.005,0.045,0,0.1,0.01,0.005,0.145,0.21,0.07,0.12,0.055,0,0,0.3,0.03,0.11,0.055,0,0.016,0.006,0,0.002,0.005,21,0,0.007,0.001,0,0.01,0.002,0.007,0.003,0.002,2.045,0,0.001,0.003,0,0.003,0.007,0.006,0.008,0.005,0.014,0.003,0,0,0,0.001,0.005,0.006,0.01,0,0,0.015,0.003,0,0,0,0.004,0,0,0.001,0,0.002,0.001
0,24,0.953,0.966,0.892,0.98,0.986,0.628,0.892,0.919,0.939,0.946,0.946,0.446,0.662,0.507,0.736,0.885,0.5,0.628,0.689,0.75,0.885,0.926,0.946,0.514,0.622,0.669,0.77,0.885,0.899,0.946,0.959,0.419,0.414,0.517,0.069,0.034,0,10,0,10.858,8.953,5.627,4.723,13.443,159,4.61,5,8,8.833,0.119,0.5,0,1.904,0.57,0,0.006,0.167,0,0,0.057,0.076,0.044,0,0.006,0,0.076,0,0,0.013,0.158,0.253,0.133,0.184,0,0,0.165,0.063,0.006,0.177,0.013,0.019,0.019,0.247,0.259,0,0.171,0.013,0,0.006,0.006,0.057,0,0.127,0,0.006,0.203,0.146,0.025,0.076,0.108,0,0,0.241,0.013,0.152,0.032,0.002,0.014,0.009,0,0.003,0.007,18,0,0.009,0.001,0,0.008,0.001,0.011,0.002,0.003,2.025,0,0.001,0.004,0,0.006,0.01,0.009,0.01,0.008,0.013,0.004,0,0,0,0,0.007,0.004,0.014,0,0,0.014,0.001,0,0,0,0.004,0,0,0.001,0.001,0,0.001
