rank,lemma,pos,freq_sum,all_rki_abs,r,dp,all_rki_ipm,native_ipm,bilingual_ipm,rnc_ipm,detcorpus_ipm
40,очень,ADVERB,3160,573,92,0.6,2715.64,841.41,1744.14,1286.8,1516
27,день,NOUN,3128,723,92,0.58,3426.54,997.8,1906.31,1258.4,1238
247,ее,APRO,928,136,100,0.59,644.55,339.21,549.55,1219.2,1023
99,новый,ADJECTIVE,2315,300,100,0.61,1421.8,1001.1,1464.86,1217.5,665
316,рука,NOUN,1085,102,92,0.63,483.41,483.48,830.63,1200.6,2259
549,даже,ADJECTIVE,662,56,69,0.64,265.4,263.22,436.04,1179.8,1703
2162,даже,CONJUNCTION,69,7,54,0.62,33.18,26.43,46.85,1179.8,1703
142,во,PREPOSITION,2115,229,92,0.64,1085.31,1253.3,1099.1,1167.8,923
2017,во,ADJECTIVE,38,8,31,0.68,37.91,16.52,27.03,1167.8,923
225,со,PREPOSITION,1565,149,92,0.63,706.16,803.96,1025.23,1151.3,1192
253,раз,NOUN,1317,132,85,0.62,625.59,583.7,893.69,1131.8,1481
39,где,ADVERB,3518,592,100,0.57,2805.69,1470.26,2475.68,1129.2,1257
64,там,ADVERB,1659,416,100,0.58,1971.56,464.76,1088.29,1128.1,1615
352,под,PREPOSITION,1770,92,77,0.68,436.02,1233.48,933.33,1126,1257
122,можно,ADVERB,3510,260,77,0.64,1232.23,2072.69,2149.55,1125.9,919
317,ну,PART,638,102,85,0.6,483.41,229.07,418.02,1114.6,2122
19,какой,APRO,15290,1091,100,0.69,5170.62,11073.79,7207.21,1091.7,1384
250,после,PREPOSITION,1589,134,77,0.65,635.07,949.34,821.62,1080.1,698
1597,после,ADVERB,101,12,54,0.63,56.87,56.17,59.46,1080.1,698
222,их,APRO,1535,150,85,0.7,710.9,1051.76,664.86,1076,558
239,работа,NOUN,1233,138,92,0.68,654.03,615.64,520.72,1058.3,490
281,без,PREPOSITION,1644,114,69,0.64,540.28,991.19,974.77,1018.8,953
209,самый,APRO,1605,158,85,0.63,748.82,651.98,1070.27,1007.4,1500
169,потом,ADVERB,1710,197,92,0.6,933.65,762.11,992.79,1006.1,1585
132,надо,ADVERB,1835,243,85,0.65,1151.66,1050.66,897.3,993.2,1477
49,хотеть,VERB,2446,525,92,0.6,2488.15,703.74,1508.11,991.3,1462
370,ли,PART,3217,87,54,0.73,412.32,2452.64,1533.33,981.7,1079
2026,ли,CONJUNCTION,228,8,38,0.78,37.91,187.22,86.49,981.7,1079
23,слово,NOUN,32648,899,100,0.74,4260.66,25825.99,14715.32,967.9,896
32,идти,VERB,2717,661,100,0.57,3132.7,917.4,1765.77,957.1,1406
51,большой,ADJECTIVE,2608,506,100,0.59,2398.1,961.45,1706.31,944.4,923
205,место,NOUN,1689,160,92,0.62,758.29,984.58,924.32,926.6,932
566,иметь,VERB,1031,55,54,0.7,260.66,694.93,544.14,906.7,352
521,ничто,SPRO,542,59,85,0.63,279.62,200.44,345.95,902.8,1297
110,сейчас,ADVERB,1078,278,92,0.6,1317.54,255.51,527.93,897.3,1297
276,тут,ADVERB,616,116,69,0.61,549.76,298.46,360.36,879.2,1606
779,лицо,NOUN,1367,37,77,0.76,175.36,1073.79,540.54,878,903
160,каждый,APRO,4497,207,92,0.76,981.04,3458.15,1691.89,875.9,733
38,друг,NOUN,4164,617,100,0.59,2924.17,1712.56,2911.71,874.2,1117
93,нет,ADJECTIVE,1194,316,85,0.59,1497.63,171.81,942.34,874,1891
175,нет,ADVERB,981,188,92,0.63,891,461.45,461.26,874,1891
273,теперь,ADVERB,1241,118,85,0.67,559.24,766.52,580.18,871.8,1352
900,ни,PART,513,30,69,0.71,142.18,337,254.05,858.2,1494
1661,ни,PART,412,11,62,0.67,52.13,269.82,245.05,858.2,1494
510,глаз,NOUN,783,60,85,0.64,284.36,406.39,436.04,857.6,1595
112,тоже,ADJECTIVE,1252,275,100,0.58,1303.32,390.97,733.33,841.5,1289
403,тогда,ADVERB,592,77,69,0.61,364.93,242.29,327.93,835.6,919
56,видеть,VERB,1864,456,100,0.56,2161.14,712.56,1124.32,818.2,1198
80,вопрос,NOUN,5417,352,69,0.66,1668.25,3480.18,3275.68,805.8,357
625,через,PREPOSITION,684,49,62,0.68,232.23,316.08,347.75,805.4,875
145,да,CONJUNCTION,1107,223,92,0.59,1056.87,519.82,598.2,801,2543
155,да,PART,616,214,92,0.58,1014.22,170.7,335.14,801,2543
81,здесь,ADVERB,1210,342,100,0.57,1620.85,325.99,686.49,796.8,949
48,дом,NOUN,2573,531,100,0.58,2516.59,852.42,1854.05,792.6,1016
261,потому,ADVERB,1153,127,92,0.63,601.9,435.02,681.08,769.3,788
1219,сторона,NOUN,361,18,46,0.67,85.31,216.96,221.62,768.3,867
2605,какой-то,APRO,277,5,38,0.68,23.7,172.91,163.96,762.6,863
156,думать,VERB,1865,212,85,0.64,1004.74,917.4,963.96,755.5,1171
144,сделать,VERB,2582,225,77,0.65,1066.35,1612.33,1338.74,743.5,838
254,страна,NOUN,950,132,85,0.6,625.59,302.86,733.33,725.7,170
45,жить,VERB,2901,543,100,0.59,2573.46,1025.33,2010.81,725.5,674
308,чем,CONJUNCTION,1257,105,69,0.63,497.63,718.06,803.6,721.1,647
392,мир,NOUN,623,80,69,0.67,379.15,265.42,297.3,714.7,266
346,об,PREPOSITION,996,94,69,0.64,445.5,566.08,535.14,714.5,446
899,последний,ADJECTIVE,711,30,46,0.67,142.18,438.33,409.01,712.6,467
2898,случай,NOUN,390,4,31,0.72,18.96,289.65,192.79,709.7,383
601,голова,NOUN,694,51,77,0.64,241.71,356.83,464.86,709.4,1523
2344,более,ADVERB,187,6,38,0.74,28.44,121.15,77.48,706.2,259
28,делать,VERB,3724,718,100,0.6,3402.84,1546.26,2443.24,701.1,815
1078,что-то,SPRO,619,22,69,0.66,104.27,356.83,421.62,667.6,956
62,смотреть,VERB,1668,428,92,0.59,2028.44,500,1012.61,667.2,1054
65,ребенок,NOUN,2107,402,92,0.58,1905.21,517.62,1805.41,658.3,453
706,просто,ADJECTIVE,394,41,92,0.6,194.31,160.79,243.24,656.5,897
1514,просто,ADVERB,79,13,54,0.66,61.61,31.94,39.64,656.5,897
417,конечно,ADVERB,640,74,85,0.64,350.71,230.18,309.91,647.3,831
1442,сила,NOUN,237,14,31,0.69,66.35,118.94,169.37,645.8,482
1503,российский,ADJECTIVE,169,13,46,0.66,61.61,27.53,82.88,644.6,15
650,конец,NOUN,1460,47,69,0.71,222.75,1067.18,702.7,634.7,547
442,перед,PREPOSITION,1239,69,62,0.68,327.01,846.92,637.84,626.7,663
3816,перед,NOUN,6,2,23,0.65,9.48,1.1,5.41,626.7,663
2366,несколько,ADVERB,84,6,46,0.67,28.44,55.07,45.05,623.7,629
586,вид,NOUN,755,53,54,0.64,251.18,440.53,468.47,620.1,458
2256,система,NOUN,47,7,38,0.73,33.18,24.23,18.02,617.8,47
270,всегда,ADVERB,1292,121,77,0.63,573.46,583.7,827.03,611.9,563
61,работать,VERB,1414,429,85,0.7,2033.18,298.46,567.57,611.2,423
733,между,PREPOSITION,706,40,62,0.73,189.57,549.56,275.68,607.5,399
68,пойти,VERB,1480,383,85,0.6,1815.17,414.1,971.17,587.2,1248
67,город,NOUN,1875,383,92,0.58,1815.17,648.68,1115.32,573.4,519
512,также,ADVERB,250,60,85,0.6,284.36,101.32,127.93,569.9,62
835,никто,SPRO,500,33,62,0.65,156.4,189.43,374.77,562.2,832
321,понимать,VERB,1663,100,62,0.67,473.93,772.03,1127.93,559.7,1550
2910,отношение,NOUN,117,4,31,0.68,18.96,71.59,72.07,557.4,103
1478,лишь,ADJECTIVE,126,14,46,0.75,66.35,92.51,48.65,552.5,304
229,второй,ADJECTIVE,1323,146,69,0.65,691.94,866.74,598.2,552.4,421
2402,именно,ADJECTIVE,247,6,38,0.8,28.44,193.83,75.68,551.4,294
162,ваш,APRO,820,204,92,0.57,966.82,250,522.52,547.5,540
2007,хотя,CONJUNCTION,140,8,38,0.63,37.91,56.17,104.5,546.9,489
3863,хотя,ADJECTIVE,30,2,31,0.66,9.48,12.11,25.23,546.9,489
125,сидеть,VERB,1258,255,100,0.57,1208.53,431.72,933.33,538.1,905
483,над,PREPOSITION,1397,63,69,0.8,298.58,1151.98,464.86,537,718
966,женщина,NOUN,271,27,69,0.76,127.96,37.44,73.87,533.3,339
107,русский,ADJECTIVE,2597,283,100,0.63,1341.23,972.47,1989.19,530.5,164
1006,русский,NOUN,161,25,77,0.6,118.48,33.04,117.12,530.5,164
174,взять,VERB,947,188,85,0.59,891,305.07,648.65,525.8,841
329,прийти,VERB,287,98,62,0.62,464.45,72.69,190.99,523.3,196
669,являться,VERB,919,46,46,0.84,218.01,807.27,190.99,522.9,130
1000,деньги,NOUN,240,25,62,0.61,118.48,20.93,154.95,512.4,338
149,почему,ADVERB,3595,217,92,0.67,1028.44,2388.77,1924.32,507.2,738
592,вдруг,ADVERB,722,52,54,0.66,246.45,359.03,495.5,503.2,1033
47,любить,VERB,2543,534,100,0.58,2530.81,670.7,1666.67,503.1,465
603,стоить,VERB,301,51,77,0.55,241.71,154.19,172.97,501.9,171
1183,почти,ADVERB,235,19,54,0.62,90.05,82.6,153.15,501.7,512
327,земля,NOUN,1379,98,62,0.7,464.45,944.93,670.27,494.4,706
3027,общий,ADJECTIVE,625,4,46,0.83,18.96,547.36,189.19,492.4,247
999,ведь,CONJUNCTION,475,25,46,0.78,115.74,263.48,230.63,491.9,975
147,машина,NOUN,877,221,100,0.55,1047.39,237.89,601.8,490.4,557
4943,однако,CONJUNCTION,75,1,31,0.78,4.74,53.96,28.83,487.1,259
816,сразу,ADVERB,497,34,54,0.66,161.14,247.8,286.49,486,816
90,хорошо,ADVERB,1867,325,100,0.6,1540.28,660.79,1167.57,485.7,1183
1466,хорошо,ADJECTIVE,40,14,46,0.75,66.35,12.11,14.41,485.7,1183
266,вода,NOUN,1525,123,85,0.64,582.94,881.06,978.38,484.8,806
648,отец,NOUN,401,47,77,0.64,222.75,138.77,223.42,484.1,822
324,высокий,ADJECTIVE,626,99,85,0.59,469.19,283.04,392.79,483.3,338
43,много,ADVERB,2695,548,85,0.6,2597.16,932.82,1585.59,480,1044
8371,много,COM,2,0,8,1,0,2.2,0,480,1044
1696,проблема,NOUN,180,11,38,0.74,52.13,56.17,68.47,474.9,81
118,хороший,ADJECTIVE,1404,267,100,0.6,1265.4,515.42,724.32,471.4,668
91,час,NOUN,887,324,85,0.62,1535.55,182.82,459.46,468.1,462
78,сегодня,ADVERB,1049,353,100,0.59,1672.99,202.64,682.88,463.5,495
6342,право,NOUN,48,0,23,0.79,0,26.43,18.02,461.4,127
901,совсем,ADVERB,475,30,69,0.66,142.18,246.7,322.52,460.5,850
558,нога,NOUN,556,55,69,0.63,260.66,284.14,398.2,459.2,943
647,считать,VERB,565,47,77,0.64,222.75,303.96,331.53,455.3,279
7287,решение,NOUN,96,0,23,0.82,0,73.79,30.63,453.4,80
172,увидеть,VERB,1338,190,85,0.61,900.47,587,776.58,452.4,854
449,дверь,NOUN,498,68,69,0.61,322.27,190.53,356.76,450.8,986
1444,казаться,VERB,210,14,62,0.71,66.35,112.33,95.5,448.2,575
2925,образ,NOUN,75,4,31,0.68,18.96,47.36,45.05,445.9,113
70,писать,VERB,2947,372,92,0.62,1763.03,1614.54,1733.33,444.3,271
550,история,NOUN,549,56,62,0.62,265.4,248.9,320.72,443.9,235
6278,власть,NOUN,22,0,23,0.69,0,5.51,14.41,435.6,72
1368,закон,NOUN,118,16,46,0.92,75.83,94.71,7.21,433.4,75
1635,война,NOUN,145,12,46,0.84,56.87,52.86,32.43,425.9,222
3837,бог,NOUN,62,2,31,0.68,9.48,30.84,41.44,425.4,159
834,голос,NOUN,567,33,54,0.67,156.4,307.27,369.37,424.5,872
520,поэтому,ADVERB,671,59,69,0.67,279.62,306.17,329.73,421.3,246
105,стоять,VERB,2333,287,100,0.6,1360.19,1298.46,1315.32,419.3,1182
6249,вообще,ADVERB,76,0,23,0.69,0,24.23,66.67,417.6,389
410,тысяча,NOUN,326,75,69,0.6,355.45,56.17,223.42,416,177
1117,больше,ADVERB,255,21,62,0.63,99.53,93.61,165.77,415.3,352
244,вместе,ADVERB,1129,137,69,0.62,649.29,442.73,809.01,414.3,476
127,маленький,ADJECTIVE,1840,252,100,0.61,1194.31,862.33,1212.61,414.1,632
4720,маленький,NOUN,7,1,23,0.68,4.74,3.3,5.41,414.1,632
54,книга,NOUN,2291,488,100,0.59,2312.8,839.21,1634.23,413.9,310
1268,некоторый,APRO,363,17,62,0.64,80.57,219.16,237.84,410.9,174
1040,любой,APRO,822,24,54,0.84,113.74,718.06,209.01,408.8,193
6298,любой,SPRO,6,0,15,0.69,0,3.3,5.41,408.8,193
4802,возможность,NOUN,37,1,31,0.68,4.74,9.91,23.42,407.5,80
1598,результат,NOUN,98,12,31,0.65,56.87,31.94,59.46,403.1,63
285,ночь,NOUN,971,112,85,0.63,530.81,505.51,526.13,402.8,536
129,стол,NOUN,1464,245,100,0.57,1161.14,506.61,1194.59,402.5,589
1182,никогда,ADVERB,425,19,62,0.65,90.05,142.07,291.89,401.8,445
148,имя,NOUN,5703,220,77,0.85,1042.65,5170.7,1322.52,401.7,225
3076,область,NOUN,43,4,31,0.8,18.96,24.23,14.41,400.2,31
507,молодой,ADJECTIVE,598,61,62,0.74,289.1,222.47,210.81,400,296
8794,пройти,VERB,2,0,15,1,0,1.1,0,398.4,43
350,например,ADVERB,1285,93,69,0.66,440.76,604.63,990.99,398,143
4240,статья,NOUN,72,2,31,0.88,9.48,49.56,12.61,395,42
151,оно,SPRO,1490,216,92,0.66,1023.7,973.57,652.25,394.7,328
3378,компания,NOUN,42,3,38,0.7,14.22,6.61,18.02,392.7,105
314,про,PREPOSITION,724,103,77,0.6,488.15,348.02,535.14,392.1,781
2010,государственный,ADJECTIVE,84,8,46,0.64,37.91,6.61,59.46,391.3,25
1317,полный,ADJECTIVE,235,16,54,0.68,75.83,164.1,111.71,390.6,291
860,народ,NOUN,284,32,38,0.72,151.66,154.19,133.33,385.6,185
2872,никакой,APRO,120,4,31,0.68,18.96,66.08,77.48,383.7,401
4444,советский,ADJECTIVE,20,2,23,0.99,9.48,5.51,0,382.9,116
1400,жена,NOUN,229,15,62,0.79,71.09,11.01,68.47,376.8,153
833,настоящий,ADJECTIVE,597,33,69,0.71,156.4,400.88,272.07,374,306
1669,всякий,APRO,155,11,46,0.65,52.13,101.32,88.29,373.2,457
677,группа,NOUN,1374,45,46,0.82,213.27,1159.69,416.22,372.8,121
3033,развитие,NOUN,162,4,31,0.84,18.96,135.46,39.64,372.6,20
4095,процесс,NOUN,24,2,31,0.65,9.48,6.61,25.23,371.7,24
6422,суд,NOUN,32,0,23,0.69,0,15.42,27.03,371.1,56
59,давать,VERB,2417,445,100,0.58,2109,972.47,1684.68,370.7,1266
241,старый,ADJECTIVE,887,138,85,0.61,654.03,371.15,495.5,368.5,529
6247,условие,NOUN,80,0,23,0.69,0,30.84,55.86,368.1,61
63,твой,APRO,1963,422,100,0.58,2000,599.12,1661.26,366.6,608
493,пока,ADVERB,127,62,69,0.67,293.84,35.24,41.44,366.3,712
821,пока,CONJUNCTION,265,34,69,0.65,161.14,139.87,129.73,366.3,712
4737,средство,NOUN,100,1,31,0.68,4.74,42.95,99.1,363.9,38
467,помнить,VERB,686,65,69,0.73,308.06,446.04,263.06,363.1,351
743,начало,NOUN,659,39,46,0.66,184.83,410.79,378.38,361.4,151
202,ждать,VERB,686,161,92,0.61,763.03,211.45,385.59,360.2,542
557,свет,NOUN,581,55,85,0.66,260.66,343.61,327.93,359.7,568
741,пора,ADVERB,137,39,85,0.58,184.83,45.15,84.68,358.2,379
1027,пора,NOUN,260,24,69,0.68,113.74,133.26,135.14,358.2,379
1097,путь,NOUN,234,22,54,0.72,104.27,145.37,102.7,357.3,297
1015,душа,NOUN,173,25,69,0.67,118.48,94.71,72.07,356.8,268
196,куда,ADVERB,934,164,92,0.56,777.25,287.44,832.43,355.4,556
3211,куда,BASTARD,4,4,15,0.98,18.96,0,0,355.4,556
283,нужно,ADVERB,1773,113,77,0.66,535.55,1077.09,1084.68,353.7,379
219,разный,ADJECTIVE,1832,151,92,0.63,715.64,1129.96,1018.02,352.6,233
191,нужный,ADJECTIVE,1560,169,92,0.61,800.95,901.98,944.14,351.9,357
3901,уровень,NOUN,12,2,31,0.65,9.48,1.1,10.81,348.5,28
3356,иной,APRO,51,3,31,0.64,14.22,30.84,36.04,348.3,81
1470,связь,NOUN,364,14,46,0.69,66.35,264.32,185.59,346.1,68
1311,уж,PART,104,16,46,0.65,75.83,2.2,145.95,344.4,669
3404,уж,ADVERB,29,3,31,0.74,14.22,22.03,10.81,344.4,669
309,минута,NOUN,451,105,62,0.62,497.63,78.19,324.32,344.2,567
2006,кроме,PREPOSITION,253,8,46,0.65,37.91,148.68,142.34,343.6,219
236,находиться,VERB,736,140,69,0.61,663.51,261.01,457.66,342.7,320
979,опять,ADVERB,324,26,62,0.62,123.22,140.97,200,342.2,636
1033,многий,APRO,254,24,46,0.73,113.74,129.96,111.71,340.9,96
158,белый,ADJECTIVE,1266,212,92,0.61,1004.74,707.05,675.68,339.6,530
2603,белый,NAME,7,5,23,0.55,23.7,0,3.6,339.6,530
1786,собственный,ADJECTIVE,281,10,31,0.75,47.39,207.05,124.32,338.3,149
186,улица,NOUN,991,174,92,0.6,824.64,316.08,659.46,337.8,511
211,черный,ADJECTIVE,698,157,92,0.63,744.08,359.03,309.91,337.5,570
86,написать,VERB,4038,338,77,0.67,1601.9,2724.67,2012.61,336.2,293
164,вечер,NOUN,959,201,100,0.59,952.61,280.84,574.77,335.4,453
1032,снова,ADVERB,290,24,54,0.73,113.74,180.62,122.52,334.4,684
2020,основной,ADJECTIVE,433,8,46,0.67,37.91,307.27,252.25,334.1,39
2418,качество,NOUN,92,6,38,0.71,28.44,62.78,43.24,331.7,34
2226,мысль,NOUN,870,7,31,0.82,33.18,776.43,263.06,331.6,343
416,дорога,NOUN,810,74,69,0.64,350.71,442.73,513.51,330.1,518
714,мать,NOUN,324,41,54,0.66,194.31,145.37,176.58,330.1,495
963,действие,NOUN,1051,27,62,0.71,127.96,796.26,531.53,329.3,67
418,месяц,NOUN,496,74,77,0.63,350.71,202.64,297.3,328,158
602,оставаться,VERB,554,51,69,0.62,241.71,300.66,324.32,327.4,835
3831,государство,NOUN,70,2,31,0.68,9.48,18.72,64.86,326.4,28
83,язык,NOUN,3046,341,100,0.64,1616.11,1655.29,1735.14,324.9,215
1882,любовь,NOUN,163,9,54,0.68,42.65,52.86,79.28,323.9,130
5729,любовь,NAME,2,1,15,0.98,4.74,1.1,0,323.9,130
3956,взгляд,NOUN,64,2,31,0.76,9.48,41.85,27.03,323.8,399
24,мама,NOUN,3021,863,100,0.58,4090.05,637.67,2587.39,322.6,1323
26,играть,VERB,2055,740,100,0.57,3507.11,547.36,1122.52,319.1,276
1793,далекий,ADJECTIVE,148,10,46,0.74,47.39,103.52,64.86,318.3,87
251,лежать,VERB,907,134,77,0.59,635.07,356.83,702.7,318.1,492
575,нельзя,ADVERB,688,54,69,0.64,255.92,378.85,437.84,317.7,384
1612,век,NOUN,219,12,46,0.73,56.87,75.99,97.3,317.4,91
7208,век,ADVERB,6,0,15,0.69,0,4.41,3.6,317.4,91
34,школа,NOUN,1974,652,100,0.57,3090.05,410.79,1410.81,316,643
770,подумать,VERB,814,37,54,0.67,175.36,491.19,454.05,315.6,714
3640,цель,NOUN,406,3,38,0.85,14.22,363.44,106.31,315.5,82
1692,среди,PREPOSITION,377,11,38,0.72,52.13,272.03,180.18,314.9,230
3135,общество,NOUN,13,4,31,0.83,18.96,2.2,3.6,314.7,40
161,посмотреть,VERB,1162,206,92,0.57,976.3,486.78,690.09,314.2,751
6602,деятельность,NOUN,19,0,23,0.69,0,5.51,16.22,313.5,19
8686,организация,NOUN,6,0,15,1,0,1.1,0,312.4,30
1586,кто-то,SPRO,320,12,54,0.66,56.87,145.37,268.47,312,441
663,вернуться,VERB,468,46,69,0.67,218.01,274.23,209.01,311.2,519
2018,президент,NOUN,31,8,46,0.61,37.91,1.1,14.41,311,26
240,комната,NOUN,921,138,92,0.6,654.03,202.64,929.73,310.7,601
474,порядок,NOUN,665,64,69,0.7,303.32,470.26,295.5,307.6,195
4731,момент,NOUN,129,1,31,0.73,4.74,85.9,59.46,306.8,196
318,театр,NOUN,582,102,100,0.59,483.41,98.02,430.63,305.3,75
2902,следовать,VERB,230,4,31,0.68,18.96,116.74,212.61,305.1,166
50,читать,VERB,2442,510,100,0.59,2417.06,741.19,1900.9,304.4,307
238,письмо,NOUN,1693,140,77,0.69,663.51,1077.09,776.58,304.3,239
6326,подобный,ADJECTIVE,55,0,23,0.71,0,40.75,28.83,301.6,82
726,следующий,ADJECTIVE,401,40,62,0.61,189.57,193.83,257.66,301.4,187
138,утро,NOUN,1176,233,100,0.59,1104.27,453.74,697.3,301.3,444
1321,особенно,ADVERB,209,16,62,0.67,75.83,101.32,106.31,300.3,197
555,помощь,NOUN,1151,56,62,0.74,265.4,882.16,484.68,300.1,202
1377,ситуация,NOUN,298,15,46,0.66,71.09,57.27,383.78,298.8,47
927,роль,NOUN,414,29,46,0.68,137.44,216.96,272.07,297.9,64
756,бывать,VERB,829,38,54,0.67,180.09,484.58,574.77,297.3,314
134,ходить,VERB,1412,237,92,0.6,1123.22,375.55,1205.41,296.6,468
381,рубль,NOUN,252,84,62,0.57,398.1,16.52,156.76,296.4,75
187,начинать,VERB,1089,172,69,0.69,815.17,490.09,491.89,296,858
993,смысл,NOUN,1220,26,38,0.77,123.22,1011.01,490.09,294.6,104
6337,состояние,NOUN,49,0,23,0.69,0,29.74,37.84,294.4,70
391,рядом,ADVERB,699,80,54,0.69,379.15,439.43,299.1,291.8,494
462,квартира,NOUN,390,66,69,0.61,312.8,69.38,250.45,290.9,287
1758,назад,ADVERB,242,10,38,0.66,47.39,89.21,174.77,290.7,314
2359,равный,ADJECTIVE,96,6,46,0.66,28.44,53.96,54.05,289.7,365
1081,из-за,PREPOSITION,228,22,54,0.63,104.27,112.33,169.37,289.6,386
6866,орган,NOUN,12,0,15,0.69,0,6.61,10.81,288.4,18
711,внимание,NOUN,1217,41,46,0.67,194.31,679.52,962.16,286,240
803,труд,NOUN,249,35,46,0.64,165.88,116.74,147.75,285.9,193
1448,тело,NOUN,112,14,62,0.61,66.35,57.27,64.86,285.9,165
1227,хотеться,VERB,228,18,54,0.66,85.31,101.32,160.36,285.3,421
213,сын,NOUN,541,157,100,0.59,744.08,113.44,279.28,285.1,271
6275,мера,NOUN,25,0,23,0.69,0,14.32,19.82,284.3,101
4021,смерть,NOUN,38,2,31,0.73,9.48,13.22,18.02,284.1,140
1225,живой,ADJECTIVE,257,18,54,0.67,85.31,150.88,127.93,284,272
991,рынок,NOUN,76,26,69,0.69,123.22,16.52,21.62,283.3,34
2924,программа,NOUN,77,4,31,0.77,18.96,18.72,25.23,282.6,44
1935,задача,NOUN,376,9,38,0.8,42.65,311.67,124.32,282.4,87
672,известный,ADJECTIVE,539,45,62,0.76,213.27,287.44,174.77,281.1,96
140,окно,NOUN,1259,230,100,0.57,1090.05,553.96,870.27,280.8,566
905,вести,VERB,369,30,54,0.64,142.18,166.3,317.12,280.3,249
3835,совершенно,ADVERB,62,2,38,0.73,9.48,31.94,28.83,280.3,254
6280,военный,ADJECTIVE,21,0,23,0.7,0,5.51,18.02,278.7,118
1439,разговор,NOUN,292,14,38,0.65,66.35,178.41,171.17,278.3,354
7435,правительство,NOUN,22,0,23,0.86,0,6.61,5.41,277.7,20
868,важный,ADJECTIVE,318,31,54,0.67,146.92,156.39,154.95,277,157
98,семья,NOUN,866,302,92,0.59,1431.28,171.81,459.46,276.6,130
907,великий,ADJECTIVE,197,30,46,0.68,142.18,71.59,79.28,276.3,164
4904,производство,NOUN,13,1,31,0.68,4.74,2.2,9.01,275.6,14
1376,простой,ADJECTIVE,600,15,46,0.72,71.09,430.62,279.28,275.3,147
965,значит,ADVERB,466,27,62,0.72,127.96,302.86,207.21,274.9,528
262,третий,ADJECTIVE,682,126,77,0.59,597.16,338.11,390.99,274.7,244
123,сколько,ADVERB,810,260,100,0.54,1232.23,268.72,488.29,273.4,364
291,сколько,CONJUNCTION,919,112,85,0.64,530.81,572.69,486.49,273.4,364
853,огромный,ADJECTIVE,410,32,62,0.63,151.66,203.74,259.46,272.1,288
1052,давно,ADVERB,265,23,62,0.62,109,112.33,194.59,272,324
3319,информация,NOUN,122,3,38,0.68,14.22,44.05,102.7,269.2,40
2179,действительно,ADVERB,121,7,54,0.73,33.18,70.48,48.65,268.6,222
4778,положение,NOUN,49,1,31,0.68,4.74,29.74,27.03,268.2,91
692,бояться,VERB,409,43,69,0.64,203.79,161.89,336.94,266.5,475
379,центр,NOUN,230,85,69,0.74,402.84,19.82,57.66,265.9,84
981,наконец,ADVERB,187,26,69,0.63,123.22,64.98,93.69,265.9,426
1062,происходить,VERB,560,23,54,0.72,109,401.98,261.26,263.6,298
360,ответ,NOUN,1318,89,69,0.66,421.8,806.17,850.45,263.3,228
1247,муж,NOUN,141,18,62,0.86,85.31,7.71,16.22,263,97
951,автор,NOUN,823,28,46,0.73,132.7,625.55,389.19,262.1,33
1777,все-таки,ADJECTIVE,74,10,46,0.62,47.39,34.14,50.45,261.3,369
1079,стена,NOUN,383,22,54,0.65,104.27,175.11,299.1,261,439
2349,существовать,VERB,146,6,31,0.68,28.44,67.18,91.89,260.9,67
1602,интерес,NOUN,64,12,38,0.63,56.87,19.82,37.84,260.6,93
120,становиться,VERB,2217,263,77,0.63,1246.45,921.81,1421.62,259.3,2075
3699,федерация,NOUN,16,3,38,0.8,14.22,5.51,3.6,258.9,2
926,правило,NOUN,1094,29,46,0.72,137.44,833.7,506.31,258.8,70
383,часто,ADVERB,1023,83,85,0.62,393.36,472.47,637.84,257.8,244
3307,московский,ADJECTIVE,235,3,31,0.81,14.22,40.75,75.68,257.3,43
8415,управление,NOUN,28,0,8,1,0,30.84,0,256.5,40
399,слышать,VERB,689,78,69,0.63,369.67,276.43,551.35,256.1,426
433,быстро,ADVERB,772,71,77,0.61,336.49,289.65,594.59,255.7,595
475,смочь,VERB,414,64,38,0.7,303.32,223.57,185.59,255.1,246
1083,мужчина,NOUN,161,22,62,0.68,104.27,19.82,59.46,253.2,168
2610,как-то,ADVERB,113,5,38,0.68,23.7,66.08,77.48,253.2,267
753,долго,ADVERB,491,38,46,0.64,180.09,187.22,329.73,253.1,412
1588,правда,ADVERB,204,12,46,0.64,56.87,94.71,122.52,252.4,527
1676,правда,NOUN,106,11,46,0.64,52.13,38.55,79.28,252.4,527
1395,идея,NOUN,66,15,54,0.6,71.09,7.71,41.44,250.8,80
7069,партия,NOUN,8,0,23,0.69,0,1.1,5.41,250.4,62
696,иногда,ADVERB,391,42,77,0.63,199.05,164.1,200,249.8,228
422,использовать,VERB,1267,74,69,0.68,350.71,761.01,882.88,249.6,40
3362,пытаться,VERB,48,3,31,0.68,14.22,25.33,34.23,249.4,214
740,готовый,ADJECTIVE,172,39,69,0.58,184.83,56.17,113.51,248.5,220
3300,чуть,ADVERB,120,3,38,0.68,14.22,80.4,64.86,248.3,407
1263,зачем,ADVERB,334,17,46,0.65,80.57,203.74,194.59,247.7,484
428,чувствовать,VERB,247,73,62,0.71,345.97,75.99,91.89,246.9,263
1788,совет,NOUN,210,10,38,0.69,47.39,137.67,113.51,245.5,101
1909,счет,NOUN,88,9,62,0.62,42.65,42.95,68.47,245.4,73
1229,сердце,NOUN,204,18,46,0.72,85.31,127.75,86.49,245.1,283
2168,движение,NOUN,186,7,46,0.66,33.18,61.67,198.2,244.7,152
